first,first_品詞,second,second_品詞,count
だし,名詞,ゆうべ,名詞,1
だし,名詞,まだ,副詞,1
さっそく,副詞,ひと,名詞,1
だれ,名詞,ひと,名詞,1
ひと,名詞,商家,名詞,1
さっそく,副詞,だれ,名詞,1
さっそく,副詞,商家,名詞,1
さっそく,副詞,自宅,名詞,1
さっそく,副詞,ゆうべ,名詞,1
さっそく,副詞,まだ,副詞,1
だれ,名詞,三,名詞,1
三,名詞,商家,名詞,1
だれ,名詞,商家,名詞,1
だれ,名詞,自宅,名詞,1
だれ,名詞,ゆうべ,名詞,1
だれ,名詞,まだ,副詞,1
商家,名詞,自宅,名詞,1
ゆうべ,名詞,商家,名詞,1
まだ,副詞,商家,名詞,1
まだ,副詞,自宅,名詞,1
きょう,名詞,宿直,名詞,1
さい,名詞,宿直,名詞,1
事件,名詞,宿直,名詞,1
安心,名詞,宿直,名詞,1
家庭,名詞,宿直,名詞,1
きょう,名詞,員,名詞,1
さい,名詞,員,名詞,1
事件,名詞,員,名詞,1
員,名詞,安心,名詞,1
員,名詞,家庭,名詞,1
きょう,名詞,さい,名詞,1
きょう,名詞,事件,名詞,1
きょう,名詞,安心,名詞,1
きょう,名詞,家庭,名詞,1
さい,名詞,安心,名詞,1
さい,名詞,家庭,名詞,1
事件,名詞,安心,名詞,1
事件,名詞,家庭,名詞,1
安心,名詞,家庭,名詞,1
の,名詞,九,名詞,1
おかしい,形容詞,の,名詞,1
そろい,名詞,の,名詞,1
の,名詞,八,名詞,1
の,名詞,まだ,副詞,1
おかしい,形容詞,博物,名詞,1
博物,名詞,少し,副詞,1
博物,名詞,帰宅,名詞,1
そろい,名詞,博物,名詞,1
八,名詞,博物,名詞,1
おかしい,形容詞,館,名詞,1
少し,副詞,館,名詞,1
帰宅,名詞,館,名詞,1
そろい,名詞,館,名詞,1
八,名詞,館,名詞,1
そろい,名詞,もう,副詞,1
まだ,副詞,もう,副詞,1
おかしい,形容詞,九,名詞,1
九,名詞,少し,副詞,1
九,名詞,帰宅,名詞,1
三,名詞,九,名詞,1
そろい,名詞,九,名詞,1
おかしい,形容詞,帰宅,名詞,1
おかしい,形容詞,三,名詞,1
おかしい,形容詞,そろい,名詞,1
おかしい,形容詞,八,名詞,1
おかしい,形容詞,まだ,副詞,1
少し,副詞,帰宅,名詞,1
そろい,名詞,少し,副詞,1
八,名詞,少し,副詞,1
そろい,名詞,帰宅,名詞,1
八,名詞,帰宅,名詞,1
まだ,副詞,帰宅,名詞,1
そろい,名詞,三,名詞,1
そろい,名詞,八,名詞,1
そろい,名詞,まだ,副詞,1
まだ,副詞,八,名詞,1
まさか,副詞,徹夜,名詞,1
まさか,副詞,ゆうべ,名詞,1
ゆうべ,名詞,徹夜,名詞,1
なぜ,副詞,三,名詞,1
なぜ,副詞,意味,名詞,1
三,名詞,意味,名詞,1
一同,名詞,顔,名詞,1
グルッと,副詞,一同,名詞,1
ことば,名詞,一同,名詞,1
また,副詞,顔,名詞,1
グルッと,副詞,顔,名詞,1
グルッと,副詞,明智,名詞,1
また,副詞,グルッと,副詞,1
ことば,名詞,また,副詞,1
ことば,名詞,グルッと,副詞,1
ため,名詞,一味,名詞,1
一味,名詞,誘かい,名詞,1
一味,名詞,三,名詞,1
三,名詞,誘かい,名詞,1
いつ,名詞,誘かい,名詞,1
ため,名詞,ところ,名詞,1
きのう,名詞,ため,名詞,1
それぞれ,副詞,ため,名詞,1
ため,名詞,夕方,名詞,1
ため,名詞,自宅,名詞,1
ため,名詞,夜勤,名詞,1
きのう,名詞,ところ,名詞,1
それぞれ,副詞,ところ,名詞,1
ところ,名詞,夕方,名詞,1
ところ,名詞,自宅,名詞,1
ところ,名詞,夜勤,名詞,1
きのう,名詞,それぞれ,副詞,1
きのう,名詞,自宅,名詞,1
きのう,名詞,夜勤,名詞,1
それぞれ,副詞,夕方,名詞,1
それぞれ,副詞,夜勤,名詞,1
夕方,名詞,自宅,名詞,1
夕方,名詞,夜勤,名詞,1
夜勤,名詞,自宅,名詞,1
三,名詞,夜勤,名詞,1
え,名詞,きのう,名詞,1
きのう,名詞,ゆうべ,名詞,1
え,名詞,夕方,名詞,1
え,名詞,三,名詞,1
え,名詞,ゆうべ,名詞,1
ゆうべ,名詞,夕方,名詞,1
ほんとうだ,形容詞,宿直,名詞,1
宿直,名詞,巣くつ,名詞,1
宿直,名詞,部下,名詞,1
宿直,名詞,賊,名詞,1
かわり,名詞,宿直,名詞,1
ほんとうだ,形容詞,員,名詞,1
員,名詞,巣くつ,名詞,1
員,名詞,部下,名詞,1
員,名詞,賊,名詞,1
かわり,名詞,員,名詞,1
ほんとうだ,形容詞,博物,名詞,1
博物,名詞,巣くつ,名詞,1
博物,名詞,部下,名詞,1
かわり,名詞,博物,名詞,1
ほんとうだ,形容詞,館,名詞,1
巣くつ,名詞,館,名詞,1
部下,名詞,館,名詞,1
かわり,名詞,館,名詞,1
ほんとうだ,形容詞,巣くつ,名詞,1
かわり,名詞,ほんとうだ,形容詞,1
巣くつ,名詞,部下,名詞,1
かわり,名詞,巣くつ,名詞,1
かわり,名詞,部下,名詞,1
かわり,名詞,賊,名詞,1
ない,形容詞,なんて,副詞,1
なんて,副詞,話,名詞,1
なんて,副詞,わけ,名詞,1
わけ,名詞,話,名詞,1
こと,名詞,見はり,名詞,1
こと,名詞,番,名詞,1
おきかえ,名詞,こと,名詞,1
こと,名詞,造作,名詞,1
品,名詞,番,名詞,1
おきかえ,名詞,品,名詞,1
品,名詞,造作,名詞,1
ない,形容詞,見はり,名詞,1
おきかえ,名詞,見はり,名詞,1
じつに,副詞,見はり,名詞,1
にせもの,名詞,見はり,名詞,1
見はり,名詞,造作,名詞,1
番,名詞,美術,名詞,1
おきかえ,名詞,美術,名詞,1
美術,名詞,造作,名詞,1
ない,形容詞,番,名詞,1
おきかえ,名詞,番,名詞,1
じつに,副詞,番,名詞,1
にせもの,名詞,番,名詞,1
番,名詞,造作,名詞,1
番,名詞,賊,名詞,1
おきかえ,名詞,ない,形容詞,1
ない,形容詞,造作,名詞,1
おきかえ,名詞,じつに,副詞,1
おきかえ,名詞,にせもの,名詞,1
おきかえ,名詞,造作,名詞,1
おきかえ,名詞,賊,名詞,1
じつに,副詞,にせもの,名詞,1
じつに,副詞,造作,名詞,1
にせもの,名詞,造作,名詞,1
賊,名詞,造作,名詞,1
みなさん,名詞,やり口,名詞,1
人間,名詞,頭,名詞,1
はたらき,名詞,人間,名詞,1
やすやす,副詞,人間,名詞,1
はたらき,名詞,頭,名詞,1
やすやす,副詞,頭,名詞,1
わざ,名詞,頭,名詞,1
はたらき,名詞,やすやす,副詞,1
はたらき,名詞,わざ,名詞,1
やすやす,副詞,わざ,名詞,1
手首,名詞,館長,名詞,1
頭,名詞,館長,名詞,1
痛い,形容詞,館長,名詞,1
ギュッと,副詞,館長,名詞,1
探偵,名詞,館長,名詞,1
よい,形容詞,館長,名詞,1
ほど,名詞,手首,名詞,1
ずっと,副詞,手首,名詞,1
二,名詞,手首,名詞,1
手首,名詞,頭,名詞,1
手首,名詞,痛い,形容詞,1
ギュッと,副詞,手首,名詞,1
手首,名詞,老,名詞,1
十面相,名詞,手首,名詞,1
北小路,名詞,手首,名詞,1
手首,名詞,探偵,名詞,1
博士,名詞,手首,名詞,1
よい,形容詞,手首,名詞,1
ギュッと,副詞,明智,名詞,1
ずっと,副詞,ほど,名詞,1
ほど,名詞,手,名詞,1
ほど,名詞,頭,名詞,1
ほど,名詞,痛い,形容詞,1
ほど,名詞,ギュッと,副詞,1
ほど,名詞,老,名詞,1
ほど,名詞,北小路,名詞,1
ほど,名詞,博士,名詞,1
ほど,名詞,よい,形容詞,1
ずっと,副詞,二,名詞,1
ずっと,副詞,頭,名詞,1
ずっと,副詞,痛い,形容詞,1
ずっと,副詞,ギュッと,副詞,1
ずっと,副詞,十面相,名詞,1
ずっと,副詞,探偵,名詞,1
ずっと,副詞,よい,形容詞,1
手,名詞,頭,名詞,1
手,名詞,痛い,形容詞,1
二,名詞,痛い,形容詞,1
二,名詞,老,名詞,1
二,名詞,北小路,名詞,1
二,名詞,博士,名詞,1
痛い,形容詞,頭,名詞,1
ギュッと,副詞,頭,名詞,1
老,名詞,頭,名詞,1
十面相,名詞,頭,名詞,1
北小路,名詞,頭,名詞,1
博士,名詞,頭,名詞,1
ギュッと,副詞,痛い,形容詞,1
痛い,形容詞,老,名詞,1
十面相,名詞,痛い,形容詞,1
北小路,名詞,痛い,形容詞,1
探偵,名詞,痛い,形容詞,1
博士,名詞,痛い,形容詞,1
よい,形容詞,痛い,形容詞,1
ギュッと,副詞,老,名詞,1
ギュッと,副詞,十面相,名詞,1
ギュッと,副詞,北小路,名詞,1
ギュッと,副詞,探偵,名詞,1
ギュッと,副詞,博士,名詞,1
よい,形容詞,ギュッと,副詞,1
十面相,名詞,老,名詞,1
探偵,名詞,老,名詞,1
よい,形容詞,老,名詞,1
北小路,名詞,十面相,名詞,1
十面相,名詞,博士,名詞,1
よい,形容詞,十面相,名詞,1
北小路,名詞,探偵,名詞,1
よい,形容詞,北小路,名詞,1
博士,名詞,探偵,名詞,1
よい,形容詞,探偵,名詞,1
よい,形容詞,博士,名詞,1
うかつだ,形容詞,わし,名詞,1
くやしい,形容詞,博士,名詞,1
くやしい,形容詞,老,名詞,1
さも,副詞,白髯,名詞,1
くやしい,形容詞,白髯,名詞,1
恐ろしい,形容詞,顔,名詞,1
まっさおだ,形容詞,顔,名詞,1
両眼,名詞,顔,名詞,1
形相,名詞,顔,名詞,1
恐ろしい,形容詞,憤怒,名詞,1
まっさおだ,形容詞,憤怒,名詞,1
両眼,名詞,憤怒,名詞,1
形相,名詞,憤怒,名詞,1
まっさおだ,形容詞,恐ろしい,形容詞,1
両眼,名詞,恐ろしい,形容詞,1
形相,名詞,恐ろしい,形容詞,1
まっさおだ,形容詞,両眼,名詞,1
まっさおだ,形容詞,形相,名詞,1
両眼,名詞,形相,名詞,1
こと,名詞,にせ者,名詞,1
こと,名詞,老,名詞,1
こと,名詞,博士,名詞,1
にせ者,名詞,三,名詞,1
にせ者,名詞,老,名詞,1
にせ者,名詞,博士,名詞,1
こと,名詞,手下,名詞,1
こと,名詞,じょうずだ,形容詞,1
変装,名詞,館長,名詞,1
変装,名詞,手下,名詞,1
ほど,名詞,変装,名詞,1
三,名詞,変装,名詞,1
手下,名詞,館長,名詞,1
じょうずだ,形容詞,館長,名詞,1
ほど,名詞,手下,名詞,1
じょうずだ,形容詞,手下,名詞,1
ほど,名詞,三,名詞,1
じょうずだ,形容詞,ほど,名詞,1
じょうずだ,形容詞,二,名詞,1
三,名詞,十面相,名詞,1
じょうずだ,形容詞,三,名詞,1
じょうずだ,形容詞,十面相,名詞,1
おかしい,形容詞,博士,名詞,1
おかしい,形容詞,人,名詞,1
おかしい,形容詞,やすやす,副詞,1
おかしい,形容詞,北小路,名詞,1
人,名詞,博士,名詞,1
やすやす,副詞,博士,名詞,1
やすやす,副詞,人,名詞,1
人,名詞,北小路,名詞,1
やすやす,副詞,北小路,名詞,1
怪盗,名詞,捕縛,名詞,1
の,名詞,説明,名詞,1
説明,名詞,警視,名詞,1
総監,名詞,説明,名詞,1
探偵,名詞,説明,名詞,1
二十,名詞,説明,名詞,1
二十,名詞,想像,名詞,1
二十,名詞,順序,名詞,1
二十,名詞,奪,名詞,1
みんな,副詞,二十,名詞,1
二十,名詞,盗,名詞,1
品,名詞,説明,名詞,1
想像,名詞,説明,名詞,1
まるで,副詞,説明,名詞,1
説明,名詞,順序,名詞,1
説明,名詞,面相,名詞,1
奪,名詞,説明,名詞,1
きみ,名詞,説明,名詞,1
みんな,副詞,説明,名詞,1
盗,名詞,説明,名詞,1
自身,名詞,説明,名詞,1
くわしい,形容詞,説明,名詞,1
品,名詞,想像,名詞,1
品,名詞,順序,名詞,1
品,名詞,奪,名詞,1
品,名詞,盗,名詞,1
品,名詞,自身,名詞,1
くわしい,形容詞,品,名詞,1
まるで,副詞,想像,名詞,1
想像,名詞,順序,名詞,1
想像,名詞,面相,名詞,1
奪,名詞,想像,名詞,1
想像,名詞,美術,名詞,1
みんな,副詞,想像,名詞,1
想像,名詞,盗,名詞,1
想像,名詞,自身,名詞,1
くわしい,形容詞,想像,名詞,1
まるで,副詞,順序,名詞,1
まるで,副詞,奪,名詞,1
まるで,副詞,みんな,副詞,1
まるで,副詞,盗,名詞,1
まるで,副詞,自身,名詞,1
くわしい,形容詞,まるで,副詞,1
面相,名詞,順序,名詞,1
奪,名詞,順序,名詞,1
美術,名詞,順序,名詞,1
きみ,名詞,順序,名詞,1
みんな,副詞,順序,名詞,1
盗,名詞,順序,名詞,1
自身,名詞,順序,名詞,1
くわしい,形容詞,順序,名詞,1
奪,名詞,面相,名詞,1
みんな,副詞,面相,名詞,1
盗,名詞,面相,名詞,1
奪,名詞,美術,名詞,1
きみ,名詞,奪,名詞,1
みんな,副詞,奪,名詞,1
奪,名詞,盗,名詞,1
奪,名詞,自身,名詞,1
くわしい,形容詞,奪,名詞,1
みんな,副詞,美術,名詞,1
盗,名詞,美術,名詞,1
美術,名詞,自身,名詞,1
くわしい,形容詞,美術,名詞,1
きみ,名詞,みんな,副詞,1
きみ,名詞,盗,名詞,1
きみ,名詞,くわしい,形容詞,1
みんな,副詞,盗,名詞,1
くわしい,形容詞,みんな,副詞,1
盗,名詞,自身,名詞,1
くわしい,形容詞,盗,名詞,1
くわしい,形容詞,自身,名詞,1
こんきょ,名詞,たしかだ,形容詞,1
こんきょ,名詞,何,名詞,1
たしかだ,形容詞,何,名詞,1
もちろん,副詞,想像,名詞,1
いっさい,副詞,二十,名詞,1
二十,名詞,秘密だ,形容詞,1
いっさい,副詞,ぼく,名詞,1
ぼく,名詞,耳,名詞,1
いっさい,副詞,面相,名詞,1
秘密だ,形容詞,面相,名詞,1
いっさい,副詞,部下,名詞,1
いっさい,副詞,秘密だ,形容詞,1
いっさい,副詞,耳,名詞,1
秘密だ,形容詞,部下,名詞,1
耳,名詞,部下,名詞,1
秘密だ,形容詞,耳,名詞,1
え,名詞,部下,名詞,1
なん,名詞,部下,名詞,1
え,名詞,二,名詞,1
なん,名詞,二,名詞,1
え,名詞,なん,名詞,1
え,名詞,十面相,名詞,1
なん,名詞,十面相,名詞,1
いったい,副詞,どぎも,名詞,1
どぎも,名詞,不意だ,形容詞,1
さすが,副詞,どぎも,名詞,1
どぎも,名詞,警視,名詞,1
どぎも,名詞,総監,名詞,1
うち,名詞,どぎも,名詞,1
いったい,副詞,不意だ,形容詞,1
いったい,副詞,さすが,副詞,1
いったい,副詞,警視,名詞,1
いったい,副詞,総監,名詞,1
いったい,副詞,うち,名詞,1
不意だ,形容詞,警視,名詞,1
不意だ,形容詞,総監,名詞,1
さすが,副詞,警視,名詞,1
さすが,副詞,総監,名詞,1
うち,名詞,警視,名詞,1
うち,名詞,総監,名詞,1
ため,名詞,閣下,名詞,1
ごぞんじ,名詞,ため,名詞,1
ため,名詞,総監,名詞,1
二十,名詞,閣下,名詞,1
ごぞんじ,名詞,二十,名詞,1
二十,名詞,総監,名詞,1
こと,名詞,閣下,名詞,1
ごぞんじ,名詞,閣下,名詞,1
誘かい,名詞,閣下,名詞,1
ぼく,名詞,閣下,名詞,1
閣下,名詞,面相,名詞,1
総監,名詞,閣下,名詞,1
あなた,名詞,閣下,名詞,1
こと,名詞,総監,名詞,1
ごぞんじ,名詞,誘かい,名詞,1
ごぞんじ,名詞,面相,名詞,1
ごぞんじ,名詞,総監,名詞,1
総監,名詞,誘かい,名詞,1
あなた,名詞,誘かい,名詞,1
ぼく,名詞,総監,名詞,1
総監,名詞,面相,名詞,1
あなた,名詞,総監,名詞,1
世間,名詞,新聞,名詞,1
家庭,名詞,新聞,名詞,1
ぼく,名詞,世間,名詞,1
ぼく,名詞,家庭,名詞,1
世間,名詞,家庭,名詞,1
じつ,名詞,計略,名詞,1
人物,名詞,誘かい,名詞,1
ほど,名詞,人物,名詞,1
人物,名詞,味方,名詞,1
かえって,副詞,人物,名詞,1
ほど,名詞,誘かい,名詞,1
かえって,副詞,誘かい,名詞,1
ほど,名詞,味方,名詞,1
かえって,副詞,ほど,名詞,1
かえって,副詞,味方,名詞,1
味方,名詞,賊,名詞,1
こと,名詞,訪問,名詞,1
こと,名詞,昨年,名詞,1
こと,名詞,志願,名詞,1
ぼく,名詞,訪問,名詞,1
ふしぎだ,形容詞,訪問,名詞,1
日,名詞,訪問,名詞,1
昨年,名詞,訪問,名詞,1
弟子入り,名詞,訪問,名詞,1
志願,名詞,訪問,名詞,1
ふしぎだ,形容詞,ぼく,名詞,1
ぼく,名詞,昨年,名詞,1
ふしぎだ,形容詞,日,名詞,1
ひと,名詞,ふしぎだ,形容詞,1
ふしぎだ,形容詞,昨年,名詞,1
ふしぎだ,形容詞,志願,名詞,1
日,名詞,昨年,名詞,1
弟子入り,名詞,日,名詞,1
志願,名詞,日,名詞,1
ひと,名詞,昨年,名詞,1
ひと,名詞,弟子入り,名詞,1
ひと,名詞,志願,名詞,1
弟子入り,名詞,昨年,名詞,1
志願,名詞,昨年,名詞,1
ひじょうだ,形容詞,ぼく,名詞,1
ひじょうだ,形容詞,男,名詞,1
目の前,名詞,鏡,名詞,1
ほど,名詞,目の前,名詞,1
ほど,名詞,鏡,名詞,1
ちぢれ,名詞,寸分,名詞,1
寸分,名詞,毛,名詞,1
ぼく,名詞,寸分,名詞,1
寸分,名詞,背,名詞,1
寸分,名詞,頭,名詞,1
なぜ,副詞,寸分,名詞,1
くらい,名詞,寸分,名詞,1
かっこう,名詞,寸分,名詞,1
寸分,名詞,弟子入り,名詞,1
寸分,名詞,顔つき,名詞,1
寸分,名詞,志願,名詞,1
たまだ,形容詞,寸分,名詞,1
よい,形容詞,寸分,名詞,1
ちぢれ,名詞,毛,名詞,1
ちぢれ,名詞,ぼく,名詞,1
ちぢれ,名詞,背,名詞,1
ちぢれ,名詞,頭,名詞,1
ちぢれ,名詞,なぜ,副詞,1
くらい,名詞,ちぢれ,名詞,1
かっこう,名詞,ちぢれ,名詞,1
ちぢれ,名詞,弟子入り,名詞,1
ちぢれ,名詞,顔つき,名詞,1
ちぢれ,名詞,志願,名詞,1
たまだ,形容詞,ちぢれ,名詞,1
ちぢれ,名詞,よい,形容詞,1
ぼく,名詞,毛,名詞,1
毛,名詞,背,名詞,1
なぜ,副詞,毛,名詞,1
くらい,名詞,毛,名詞,1
弟子入り,名詞,毛,名詞,1
毛,名詞,顔つき,名詞,1
志願,名詞,毛,名詞,1
たまだ,形容詞,毛,名詞,1
ぼく,名詞,背,名詞,1
ぼく,名詞,頭,名詞,1
くらい,名詞,ぼく,名詞,1
かっこう,名詞,ぼく,名詞,1
ぼく,名詞,顔つき,名詞,1
たまだ,形容詞,ぼく,名詞,1
背,名詞,頭,名詞,1
なぜ,副詞,背,名詞,1
くらい,名詞,背,名詞,1
かっこう,名詞,背,名詞,1
弟子入り,名詞,背,名詞,1
背,名詞,顔つき,名詞,1
志願,名詞,背,名詞,1
たまだ,形容詞,背,名詞,1
よい,形容詞,背,名詞,1
なぜ,副詞,頭,名詞,1
くらい,名詞,頭,名詞,1
弟子入り,名詞,頭,名詞,1
頭,名詞,顔つき,名詞,1
志願,名詞,頭,名詞,1
たまだ,形容詞,頭,名詞,1
くらい,名詞,なぜ,副詞,1
かっこう,名詞,なぜ,副詞,1
なぜ,副詞,弟子入り,名詞,1
なぜ,副詞,顔つき,名詞,1
なぜ,副詞,志願,名詞,1
たまだ,形容詞,なぜ,副詞,1
なぜ,副詞,よい,形容詞,1
かっこう,名詞,くらい,名詞,1
くらい,名詞,弟子入り,名詞,1
くらい,名詞,顔つき,名詞,1
くらい,名詞,志願,名詞,1
くらい,名詞,たまだ,形容詞,1
くらい,名詞,よい,形容詞,1
かっこう,名詞,弟子入り,名詞,1
かっこう,名詞,顔つき,名詞,1
かっこう,名詞,志願,名詞,1
かっこう,名詞,たまだ,形容詞,1
弟子入り,名詞,顔つき,名詞,1
たまだ,形容詞,弟子入り,名詞,1
よい,形容詞,弟子入り,名詞,1
志願,名詞,顔つき,名詞,1
たまだ,形容詞,顔つき,名詞,1
よい,形容詞,顔つき,名詞,1
たまだ,形容詞,志願,名詞,1
よい,形容詞,志願,名詞,1
たまだ,形容詞,よい,形容詞,1
ぼく,名詞,場合,名詞,1
場合,名詞,影,名詞,1
ほしい,形容詞,場合,名詞,1
つまり,副詞,場合,名詞,1
場合,名詞,武者,名詞,1
何,名詞,場合,名詞,1
場合,名詞,替え玉,名詞,1
場合,名詞,男,名詞,1
ぼく,名詞,武者,名詞,1
ほしい,形容詞,影,名詞,1
つまり,副詞,影,名詞,1
影,名詞,武者,名詞,1
何,名詞,影,名詞,1
影,名詞,替え玉,名詞,1
影,名詞,男,名詞,1
つまり,副詞,ほしい,形容詞,1
ほしい,形容詞,武者,名詞,1
ほしい,形容詞,何,名詞,1
ほしい,形容詞,替え玉,名詞,1
ほしい,形容詞,男,名詞,1
つまり,副詞,武者,名詞,1
つまり,副詞,何,名詞,1
つまり,副詞,替え玉,名詞,1
何,名詞,武者,名詞,1
替え玉,名詞,武者,名詞,1
武者,名詞,男,名詞,1
何,名詞,替え玉,名詞,1
ところ,名詞,役,名詞,1
こんど,名詞,ところ,名詞,1
だれ,名詞,ところ,名詞,1
ぼく,名詞,役,名詞,1
こんど,名詞,役,名詞,1
だれ,名詞,役,名詞,1
役,名詞,男,名詞,1
こんど,名詞,だれ,名詞,1
だれ,名詞,男,名詞,1
ぼく,名詞,寅三,名詞,1
寅三,名詞,格闘,名詞,1
寅三,名詞,日,名詞,1
しばらく,副詞,寅三,名詞,1
外出,名詞,寅三,名詞,1
ポーチ,名詞,寅三,名詞,1
ちょっと,副詞,寅三,名詞,1
寅三,名詞,浮浪,名詞,1
かくれが,名詞,寅三,名詞,1
寅三,名詞,自分,名詞,1
寅三,名詞,服装,名詞,1
寅三,名詞,所,名詞,1
人,名詞,寅三,名詞,1
もの,名詞,寅三,名詞,1
事務,名詞,寅三,名詞,1
寅三,名詞,替え玉,名詞,1
ところ,名詞,寅三,名詞,1
先,名詞,寅三,名詞,1
すっかり,副詞,寅三,名詞,1
寅三,名詞,自身,名詞,1
ぼく,名詞,格闘,名詞,1
しばらく,副詞,ぼく,名詞,1
ぼく,名詞,外出,名詞,1
ぼく,名詞,ポーチ,名詞,1
ぼく,名詞,浮浪,名詞,1
ぼく,名詞,自分,名詞,1
ぼく,名詞,人,名詞,1
ぼく,名詞,赤井,名詞,1
日,名詞,格闘,名詞,1
しばらく,副詞,格闘,名詞,1
外出,名詞,格闘,名詞,1
ポーチ,名詞,格闘,名詞,1
ちょっと,副詞,格闘,名詞,1
かくれが,名詞,格闘,名詞,1
格闘,名詞,自分,名詞,1
服装,名詞,格闘,名詞,1
格闘,名詞,男,名詞,1
所,名詞,格闘,名詞,1
もの,名詞,格闘,名詞,1
事務,名詞,格闘,名詞,1
替え玉,名詞,格闘,名詞,1
ところ,名詞,格闘,名詞,1
先,名詞,格闘,名詞,1
すっかり,副詞,格闘,名詞,1
格闘,名詞,自身,名詞,1
格闘,名詞,赤井,名詞,1
しばらく,副詞,日,名詞,1
外出,名詞,日,名詞,1
ポーチ,名詞,日,名詞,1
ちょっと,副詞,日,名詞,1
日,名詞,浮浪,名詞,1
かくれが,名詞,日,名詞,1
日,名詞,自分,名詞,1
日,名詞,服装,名詞,1
日,名詞,男,名詞,1
所,名詞,日,名詞,1
人,名詞,日,名詞,1
事務,名詞,日,名詞,1
日,名詞,替え玉,名詞,1
先,名詞,日,名詞,1
すっかり,副詞,日,名詞,1
日,名詞,自身,名詞,1
日,名詞,赤井,名詞,1
しばらく,副詞,外出,名詞,1
しばらく,副詞,ちょっと,副詞,1
かくれが,名詞,しばらく,副詞,1
しばらく,副詞,自分,名詞,1
しばらく,副詞,服装,名詞,1
しばらく,副詞,所,名詞,1
しばらく,副詞,事務,名詞,1
しばらく,副詞,替え玉,名詞,1
しばらく,副詞,ところ,名詞,1
しばらく,副詞,先,名詞,1
しばらく,副詞,自身,名詞,1
ポーチ,名詞,外出,名詞,1
ちょっと,副詞,外出,名詞,1
外出,名詞,浮浪,名詞,1
かくれが,名詞,外出,名詞,1
外出,名詞,自分,名詞,1
外出,名詞,服装,名詞,1
外出,名詞,男,名詞,1
外出,名詞,明智,名詞,1
外出,名詞,所,名詞,1
人,名詞,外出,名詞,1
もの,名詞,外出,名詞,1
事務,名詞,外出,名詞,1
外出,名詞,替え玉,名詞,1
ところ,名詞,外出,名詞,1
先,名詞,外出,名詞,1
すっかり,副詞,外出,名詞,1
外出,名詞,自身,名詞,1
外出,名詞,赤井,名詞,1
ちょっと,副詞,ポーチ,名詞,1
かくれが,名詞,ポーチ,名詞,1
ポーチ,名詞,自分,名詞,1
ポーチ,名詞,服装,名詞,1
ポーチ,名詞,所,名詞,1
ポーチ,名詞,事務,名詞,1
ポーチ,名詞,替え玉,名詞,1
ポーチ,名詞,先,名詞,1
すっかり,副詞,ポーチ,名詞,1
ポーチ,名詞,赤井,名詞,1
ちょっと,副詞,浮浪,名詞,1
かくれが,名詞,ちょっと,副詞,1
ちょっと,副詞,自分,名詞,1
ちょっと,副詞,服装,名詞,1
ちょっと,副詞,所,名詞,1
ちょっと,副詞,人,名詞,1
ちょっと,副詞,事務,名詞,1
ちょっと,副詞,替え玉,名詞,1
ちょっと,副詞,ところ,名詞,1
ちょっと,副詞,先,名詞,1
すっかり,副詞,ちょっと,副詞,1
ちょっと,副詞,自身,名詞,1
ちょっと,副詞,赤井,名詞,1
かくれが,名詞,浮浪,名詞,1
浮浪,名詞,自分,名詞,1
服装,名詞,浮浪,名詞,1
浮浪,名詞,男,名詞,1
所,名詞,浮浪,名詞,1
事務,名詞,浮浪,名詞,1
替え玉,名詞,浮浪,名詞,1
先,名詞,浮浪,名詞,1
浮浪,名詞,自身,名詞,1
かくれが,名詞,自分,名詞,1
かくれが,名詞,男,名詞,1
かくれが,名詞,明智,名詞,1
かくれが,名詞,所,名詞,1
かくれが,名詞,人,名詞,1
かくれが,名詞,事務,名詞,1
かくれが,名詞,替え玉,名詞,1
かくれが,名詞,ところ,名詞,1
かくれが,名詞,先,名詞,1
かくれが,名詞,すっかり,副詞,1
かくれが,名詞,自身,名詞,1
かくれが,名詞,赤井,名詞,1
服装,名詞,自分,名詞,1
男,名詞,自分,名詞,1
所,名詞,自分,名詞,1
事務,名詞,自分,名詞,1
ところ,名詞,自分,名詞,1
先,名詞,自分,名詞,1
すっかり,副詞,自分,名詞,1
自分,名詞,自身,名詞,1
自分,名詞,赤井,名詞,1
服装,名詞,男,名詞,1
明智,名詞,服装,名詞,1
所,名詞,服装,名詞,1
人,名詞,服装,名詞,1
事務,名詞,服装,名詞,1
替え玉,名詞,服装,名詞,1
ところ,名詞,服装,名詞,1
先,名詞,服装,名詞,1
すっかり,副詞,服装,名詞,1
服装,名詞,自身,名詞,1
服装,名詞,赤井,名詞,1
所,名詞,男,名詞,1
事務,名詞,男,名詞,1
すっかり,副詞,男,名詞,1
男,名詞,自身,名詞,1
人,名詞,所,名詞,1
所,名詞,替え玉,名詞,1
ところ,名詞,所,名詞,1
先,名詞,所,名詞,1
すっかり,副詞,所,名詞,1
所,名詞,自身,名詞,1
所,名詞,赤井,名詞,1
事務,名詞,人,名詞,1
もの,名詞,替え玉,名詞,1
もの,名詞,先,名詞,1
すっかり,副詞,もの,名詞,1
事務,名詞,替え玉,名詞,1
ところ,名詞,事務,名詞,1
事務,名詞,先,名詞,1
すっかり,副詞,事務,名詞,1
事務,名詞,自身,名詞,1
事務,名詞,赤井,名詞,1
ところ,名詞,替え玉,名詞,1
先,名詞,替え玉,名詞,1
すっかり,副詞,替え玉,名詞,1
