first,first_品詞,second,second_品詞,count
しあわせだ,形容詞,美術,名詞,2
ひじょうだ,形容詞,一,名詞,2
人,名詞,品物,名詞,2
品,名詞,品物,名詞,2
あまり,副詞,ただ,副詞,2
あまり,副詞,美しい,形容詞,2
あまり,副詞,人,名詞,2
ただ,副詞,人,名詞,2
ただ,副詞,一,名詞,2
しあわせだ,形容詞,一,名詞,2
一,名詞,美しい,形容詞,2
人,名詞,品,名詞,2
人,名詞,宝石,名詞,2
きらいだ,形容詞,こと,名詞,2
こと,名詞,悪い,形容詞,2
こと,名詞,血,名詞,2
いくら,副詞,ため,名詞,2
ため,名詞,身,名詞,2
ため,名詞,やつ,名詞,2
悪い,形容詞,血,名詞,2
あぶない,形容詞,身,名詞,2
あぶない,形容詞,何,名詞,2
やつ,名詞,何,名詞,2
もの,名詞,自分,名詞,2
じつは,副詞,二十,名詞,2
じつは,副詞,面相,名詞,2
いく,名詞,日本,名詞,2
日本,名詞,貴重だ,形容詞,2
いく,名詞,貴重だ,形容詞,2
いく,名詞,品物,名詞,2
品物,名詞,貴重だ,形容詞,2
いくら,副詞,ようす,名詞,2
いくら,副詞,今,名詞,2
いくら,副詞,ない,形容詞,2
ようす,名詞,今,名詞,2
今,名詞,警察,名詞,2
おそろしい,形容詞,ない,形容詞,2
ちょうだいだ,形容詞,参上,名詞,2
こと,名詞,参上,名詞,2
かならず,副詞,参上,名詞,2
かならず,副詞,予告,名詞,2
予告,名詞,品物,名詞,2
まえ,名詞,もの,名詞,2
ちゃんと,副詞,まえ,名詞,2
おれ,名詞,もの,名詞,2
また,副詞,もの,名詞,2
ちゃんと,副詞,また,副詞,2
もの,名詞,用心,名詞,2
もの,名詞,腕,名詞,2
日本,名詞,明智,名詞,2
探偵,名詞,日本,名詞,2
日本,名詞,賊,名詞,2
小五郎,名詞,話,名詞,2
探偵,名詞,話,名詞,2
話,名詞,賊,名詞,2
力,名詞,火花,名詞,2
力,名詞,小五郎,名詞,2
明智,名詞,知恵,名詞,2
小五郎,名詞,知恵,名詞,2
うち,名詞,知恵,名詞,2
探偵,名詞,知恵,名詞,2
知恵,名詞,賊,名詞,2
うち,名詞,小五郎,名詞,2
うち,名詞,探偵,名詞,2
明智,名詞,芳雄,名詞,2
小五郎,名詞,小林,名詞,2
小五郎,名詞,少年,名詞,2
コンクリート,名詞,高い,形容詞,2
目,名詞,高い,形容詞,2
コンクリート,名詞,塀,名詞,2
四,名詞,塀,名詞,2
四,名詞,目,名詞,2
いかめしい,形容詞,りっぱだ,形容詞,2
りっぱだ,形容詞,鉄,名詞,2
建て,名詞,日本,名詞,2
日本,名詞,洋館,名詞,2
二,名詞,日本,名詞,2
庭,名詞,日本,名詞,2
美しい,形容詞,裏,名詞,2
庭,名詞,洋館,名詞,2
公園,名詞,広い,形容詞,2
壮太郎,名詞,実業,名詞,2
実業,名詞,羽柴,名詞,2
今,名詞,喜び,名詞,2
ひじょうだ,形容詞,恐怖,名詞,2
恐怖,名詞,羽柴,名詞,2
ひじょうだ,形容詞,羽柴,名詞,2
喜び,名詞,羽柴,名詞,2
ため,名詞,日本,名詞,2
ため,名詞,喜び,名詞,2
の,名詞,日本,名詞,2
の,名詞,長男,名詞,2
おわび,名詞,島,名詞,2
壮一,名詞,島,名詞,2
十,名詞,島,名詞,2
南洋,名詞,島,名詞,2
今,名詞,十,名詞,2
壮一,名詞,長男,名詞,2
喜び,名詞,長男,名詞,2
おわび,名詞,ボルネオ,名詞,2
ボルネオ,名詞,壮一,名詞,2
ボルネオ,名詞,十,名詞,2
おわび,名詞,壮一,名詞,2
おわび,名詞,十,名詞,2
南洋,名詞,壮一,名詞,2
ふた,名詞,壮太郎,名詞,2
ふた,名詞,事業,名詞,2
壮太郎,名詞,家,名詞,2
壮一,名詞,壮太郎,名詞,2
南洋,名詞,家,名詞,2
何,名詞,壮一,名詞,2
事業,名詞,何,名詞,2
まえ,名詞,三,名詞,2
サンダカン,名詞,手紙,名詞,2
サンダカン,名詞,壮一,名詞,2
まったく,副詞,十,名詞,2
とう,名詞,まったく,副詞,2
とつぜん,副詞,一,名詞,2
とつぜん,副詞,三,名詞,2
十,名詞,男,名詞,2
十,名詞,手紙,名詞,2
ゆくえ,名詞,十,名詞,2
やっと,副詞,十,名詞,2
ない,形容詞,十,名詞,2
やっと,副詞,男,名詞,2
三,名詞,男,名詞,2
一,名詞,手紙,名詞,2
壮一,名詞,手紙,名詞,2
ゆくえ,名詞,一,名詞,2
やっと,副詞,一,名詞,2
一,名詞,月,名詞,2
ゆくえ,名詞,三,名詞,2
ない,形容詞,やっと,副詞,2
写真,名詞,手紙,名詞,2
ひげ,名詞,鼻,名詞,2
ひげ,名詞,りっぱだ,形容詞,2
あさ,名詞,とう,名詞,2
あさ,名詞,二,名詞,2
あさ,名詞,壮,名詞,2
おか,名詞,とう,名詞,2
とう,名詞,二,名詞,2
とう,名詞,ま,名詞,2
とう,名詞,壮,名詞,2
おか,名詞,二,名詞,2
おか,名詞,壮,名詞,2
二,名詞,弟,名詞,2
ま,名詞,二,名詞,2
二,名詞,小学生,名詞,2
壮,名詞,弟,名詞,2
ま,名詞,壮,名詞,2
壮,名詞,小学生,名詞,2
まだ,副詞,壮,名詞,2
待ちどおしい,形容詞,日,名詞,2
おそろしい,形容詞,の,名詞,2
の,名詞,恐怖,名詞,2
の,名詞,ひじょうだ,形容詞,2
おそろしい,形容詞,状,名詞,2
おそろしい,形容詞,羽柴,名詞,2
人物,名詞,承知,名詞,2
承知,名詞,新聞,名詞,2
ダイヤモンド,名詞,ロマノフ,名詞,2
ロマノフ,名詞,宝冠,名詞,2
ダイヤモンド,名詞,宝冠,名詞,2
たび,名詞,ダイヤモンド,名詞,2
手,名詞,日本,名詞,2
もの,名詞,日本,名詞,2
の,名詞,ダイヤモンド,名詞,2
の,名詞,宝石,名詞,2
ダイヤモンド,名詞,ロシア,名詞,2
もの,名詞,ダイヤモンド,名詞,2
ダイヤモンド,名詞,宝石,名詞,2
ロシア,名詞,手,名詞,2
人,名詞,手,名詞,2
宝物,名詞,手,名詞,2
宝石,名詞,手,名詞,2
人,名詞,宝物,名詞,2
もの,名詞,貴重だ,形容詞,2
六,名詞,宝石,名詞,2
ちゃんと,副詞,六,名詞,2
壮太郎,名詞,金庫,名詞,2
宝石,名詞,金庫,名詞,2
ちゃんと,副詞,宝石,名詞,2
壮太郎,名詞,状,名詞,2
予告,名詞,壮太郎,名詞,2
壮太郎,名詞,顔色,名詞,2
さすが,副詞,夫人,名詞,2
保護,名詞,警察,名詞,2
支配人,名詞,老人,名詞,2
賊,名詞,近藤,名詞,2
猛犬,名詞,賊,名詞,2
手段,名詞,賊,名詞,2
邸,名詞,非番,名詞,2
三,名詞,非番,名詞,2
いつも,副詞,二,名詞,2
いつも,副詞,三,名詞,2
三,名詞,近藤,名詞,2
おまわりさん,名詞,二,名詞,2
三,名詞,邸,名詞,2
三,名詞,羽柴,名詞,2
三,名詞,秘書,名詞,2
壮太郎,名詞,秘書,名詞,2
こと,名詞,秘書,名詞,2
こと,名詞,思い,名詞,2
おまわりさん,名詞,二十,名詞,2
二十,名詞,怪,名詞,2
げんじゅうだ,形容詞,二十,名詞,2
いくら,副詞,面相,名詞,2
いくら,副詞,げんじゅうだ,形容詞,2
おまわりさん,名詞,秘書,名詞,2
げんじゅうだ,形容詞,防備,名詞,2
賊,名詞,防備,名詞,2
おまわりさん,名詞,面相,名詞,2
怪,名詞,面相,名詞,2
おまわりさん,名詞,中,名詞,2
壮一,名詞,帰宅,名詞,2
じょうぶだ,形容詞,ほど,名詞,2
じょうぶだ,形容詞,もの,名詞,2
じょうぶだ,形容詞,心,名詞,2
もの,名詞,成功,名詞,2
もの,名詞,家,名詞,2
もの,名詞,心,名詞,2
壮一,名詞,空港,名詞,2
空港,名詞,羽田,名詞,2
日,名詞,早朝,名詞,2
壮一,名詞,羽田,名詞,2
土蔵,名詞,姿,名詞,2
姿,名詞,羽柴,名詞,2
ひっそり,副詞,まだ,副詞,2
土蔵,名詞,早起き,名詞,2
よい,形容詞,土蔵,名詞,2
よい,形容詞,屋根,名詞,2
おそろしい,形容詞,姿,名詞,2
何,名詞,姿,名詞,2
姿,名詞,庭,名詞,2
おそろしい,形容詞,庭,名詞,2
両手,名詞,二,名詞,2
二,名詞,土蔵,名詞,2
土蔵,名詞,壮,名詞,2
何,名詞,壮,名詞,2
何,名詞,庭,名詞,2
もの,名詞,庭,名詞,2
おそろしい,形容詞,夢,名詞,2
二十,名詞,洋館,名詞,2
二十,名詞,書斎,名詞,2
二,名詞,宝物,名詞,2
夢,名詞,宝物,名詞,2
宝物,名詞,賊,名詞,2
洋館,名詞,面相,名詞,2
書斎,名詞,面相,名詞,2
二,名詞,夢,名詞,2
夢,名詞,賊,名詞,2
賊,名詞,面,名詞,2
ぶきみだ,形容詞,賊,名詞,2
まっくらだ,形容詞,二,名詞,2
そいつ,名詞,二,名詞,2
夢,名詞,目,名詞,2
ちがいない,形容詞,二十,名詞,2
二十,名詞,窓,名詞,2
ちがいない,形容詞,面相,名詞,2
窓,名詞,面相,名詞,2
二,名詞,奇妙だ,形容詞,2
中,名詞,花壇,名詞,2
わな,名詞,中,名詞,2
こと,名詞,とおり,名詞,2
ぼく,名詞,もし,副詞,2
ちがいない,形容詞,とおり,名詞,2
やつ,名詞,わな,名詞,2
うまい,形容詞,わな,名詞,2
こと,名詞,とう,名詞,2
こと,名詞,そのまま,副詞,2
そのまま,副詞,の,名詞,2
土蔵,名詞,鉄,名詞,2
二,名詞,鉄,名詞,2
人,名詞,鉄,名詞,2
友だち,名詞,壮,名詞,2
そのまま,副詞,二,名詞,2
よい,形容詞,二,名詞,2
人,名詞,壮,名詞,2
わな,名詞,壮,名詞,2
つき,名詞,二,名詞,2
つき,名詞,壮,名詞,2
壮,名詞,思い,名詞,2
ところ,名詞,わな,名詞,2
こと,名詞,広い,形容詞,2
広い,形容詞,賊,名詞,2
うたがわしい,形容詞,広い,形容詞,2
中,名詞,広い,形容詞,2
わな,名詞,庭,名詞,2
一,名詞,庭,名詞,2
中,名詞,庭,名詞,2
はたして,副詞,中,名詞,2
ただ,副詞,もう,副詞,2
もう,副詞,わな,名詞,2
ネズミ,名詞,気持,名詞,2
ネズミ,名詞,ワクワク,副詞,2
ネズミ,名詞,一,名詞,2
ワクワク,副詞,気持,名詞,2
ゆかいだ,形容詞,気持,名詞,2
なんだか,副詞,気持,名詞,2
なんだか,副詞,ワクワク,副詞,2
いつか,副詞,とき,名詞,2
いつか,副詞,一,名詞,2
とき,名詞,一,名詞,2
なんだか,副詞,ゆかいだ,形容詞,2
のこぎり,名詞,鉄,名詞,2
のこぎり,名詞,わな,名詞,2
まんなか,名詞,鉄,名詞,2
まんなか,名詞,わな,名詞,2
まんなか,名詞,花壇,名詞,2
うえ,名詞,まんなか,名詞,2
二,名詞,花壇,名詞,2
くび,名詞,足,名詞,2
くび,名詞,賊,名詞,2
中,名詞,黒,名詞,2
中,名詞,足,名詞,2
たちまち,副詞,同じだ,形容詞,2
中,名詞,歯,名詞,2
まんなか,名詞,賊,名詞,2
家,名詞,者,名詞,2
者,名詞,賊,名詞,2
まんいち,副詞,賊,名詞,2
ニヤニヤ,名詞,二,名詞,2
二,名詞,家,名詞,2
かっこう,名詞,二,名詞,2
壮,名詞,家,名詞,2
中,名詞,壮,名詞,2
けっして,副詞,ばかだ,形容詞,2
ばかだ,形容詞,もの,名詞,2
けっして,副詞,もの,名詞,2
こと,名詞,役目,名詞,2
こと,名詞,のち,名詞,2
役目,名詞,重大だ,形容詞,2
記憶,名詞,諸君,名詞,2
記憶,名詞,読者,名詞,2
のち,名詞,二,名詞,2
午後,名詞,羽柴,名詞,2
壮一,名詞,羽柴,名詞,2
じつに,副詞,姿,名詞,2
じつに,副詞,壮一,名詞,2
こげ茶色,名詞,色,名詞,2
こげ茶色,名詞,同じだ,形容詞,2
中,名詞,色,名詞,2
色,名詞,長い,形容詞,2
同じだ,形容詞,色,名詞,2
下,名詞,同じだ,形容詞,2
帽,名詞,日,名詞,2
にこにこ,副詞,帽,名詞,2
ソフト,名詞,帽,名詞,2
にこにこ,副詞,ソフト,名詞,2
ひげ,名詞,口,名詞,2
なんとも,副詞,口,名詞,2
ひげ,名詞,歯,名詞,2
歯,名詞,目,名詞,2
なつかしい,形容詞,一,名詞,2
よい,形容詞,一,名詞,2
目,名詞,細い,形容詞,2
なつかしい,形容詞,目,名詞,2
あいだ,名詞,老人,名詞,2
あいだ,名詞,姿,名詞,2
あいだ,名詞,車,名詞,2
あいだ,名詞,二,名詞,2
あいだ,名詞,窓,名詞,2
いっしょだ,形容詞,車,名詞,2
窓,名詞,老人,名詞,2
なんだか,副詞,老人,名詞,2
壮,名詞,老人,名詞,2
姿,名詞,車,名詞,2
うしろ,名詞,車,名詞,2
窓,名詞,近藤,名詞,2
壮,名詞,近藤,名詞,2
うしろ,名詞,自動車,名詞,2
なんだか,副詞,自動車,名詞,2
壮,名詞,自動車,名詞,2
あと,名詞,うしろ,名詞,2
あと,名詞,二,名詞,2
なんだか,副詞,二,名詞,2
うれしい,形容詞,二,名詞,2
なんだか,副詞,窓,名詞,2
うれしい,形容詞,窓,名詞,2
壮,名詞,窓,名詞,2
なんだか,副詞,壮,名詞,2
もう,副詞,一同,名詞,2
もう,副詞,夕方,名詞,2
うち,名詞,もう,副詞,2
夕方,名詞,帰宅,名詞,2
テーブル,名詞,上,名詞,2
あいだ,名詞,話,名詞,2
思い出,名詞,話,名詞,2
以前,名詞,家出,名詞,2
ぼく,名詞,上,名詞,2
ぼく,名詞,壮,名詞,2
ぼく,名詞,まだ,副詞,2
二,名詞,机,名詞,2
もの,名詞,机,名詞,2
きみ,名詞,時分,名詞,2
きみ,名詞,まだ,副詞,2
こと,名詞,大さわぎ,名詞,2
こと,名詞,もん,名詞,2
大さわぎ,名詞,顔,名詞,2
手,名詞,顔,名詞,2
いつか,副詞,顔,名詞,2
顔,名詞,黒,名詞,2
いつか,副詞,手,名詞,2
手,名詞,黒,名詞,2
こと,名詞,涙,名詞,2
こと,名詞,ま,名詞,2
涙,名詞,目,名詞,2
にこにこ,副詞,目,名詞,2
ま,名詞,目,名詞,2
うれしい,形容詞,にこにこ,副詞,2
にこにこ,副詞,よく,副詞,2
おそろしい,形容詞,ため,名詞,2
ため,名詞,まるで,副詞,2
じつに,副詞,ため,名詞,2
おそろしい,形容詞,一家,名詞,2
一家,名詞,喜び,名詞,2
喜び,名詞,諸君,名詞,2
おそろしい,形容詞,まるで,副詞,2
おそろしい,形容詞,とつぜん,副詞,2
おそろしい,形容詞,喜び,名詞,2
じつに,副詞,まるで,副詞,2
喜び,名詞,読者,名詞,2
秘書,名詞,話,名詞,2
話,名詞,電報,名詞,2
少し,副詞,顔,名詞,2
にわかだ,形容詞,顔,名詞,2
何,名詞,心配だ,形容詞,2
壮一,名詞,目,名詞,2
もの,名詞,ウン,名詞,2
おまえ,名詞,もの,名詞,2
おまえ,名詞,今夜,名詞,2
いけない,形容詞,もの,名詞,2
二〇,名詞,二十,名詞,2
の,名詞,二〇,名詞,2
二〇,名詞,面相,名詞,2
ぬすみ,名詞,十二,名詞,2
もしや,副詞,賊,名詞,2
中,名詞,飛行機,名詞,2
おまえ,名詞,手,名詞,2
ロシア,名詞,皇帝,名詞,2
二十,名詞,壮太郎,名詞,2
くわしい,形容詞,二十,名詞,2
くわしい,形容詞,状,名詞,2
予告,名詞,賊,名詞,2
くわしい,形容詞,予告,名詞,2
壮太郎,名詞,面相,名詞,2
くわしい,形容詞,壮太郎,名詞,2
くわしい,形容詞,面相,名詞,2
また,副詞,賊,名詞,2
前,名詞,宝石,名詞,2
ひと,名詞,宝石,名詞,2
もう,副詞,八,名詞,2
もう,副詞,近藤,名詞,2
さしず,名詞,表門,名詞,2
召使い,名詞,老人,名詞,2
わけ,名詞,手,名詞,2
わけ,名詞,警官,名詞,2
秘書,名詞,運転手,名詞,2
手,名詞,運転手,名詞,2
運転手,名詞,邸,名詞,2
警官,名詞,運転手,名詞,2
出入り口,名詞,夜,名詞,2
出入り口,名詞,警官,名詞,2
手,名詞,自動車,名詞,2
自動車,名詞,邸,名詞,2
三,名詞,手,名詞,2
警官,名詞,邸,名詞,2
三,名詞,夜,名詞,2
二,名詞,夫人,名詞,2
夫人,名詞,羽柴,名詞,2
壮,名詞,夫人,名詞,2
壮,名詞,羽柴,名詞,2
壮太郎,名詞,洋館,名詞,2
用意,名詞,酒,名詞,2
かぎ,名詞,ドア,名詞,2
かぎ,名詞,窓,名詞,2
掛け金,名詞,窓,名詞,2
ない,形容詞,ほんとうだ,形容詞,2
すきま,名詞,ない,形容詞,2
大げさだ,形容詞,用心,名詞,2
ほど,名詞,二十,名詞,2
すっかり,副詞,新聞,名詞,2
おそろしい,形容詞,すっかり,副詞,2
すっかり,副詞,事件,名詞,2
おそろしい,形容詞,ほど,名詞,2
おそろしい,形容詞,研究,名詞,2
ほど,名詞,面相,名詞,2
ほど,名詞,研究,名詞,2
やつ,名詞,研究,名詞,2
さも,副詞,壮一,名詞,2
ため,名詞,手,名詞,2
宝石,名詞,賊,名詞,2
大ぜい,名詞,目,名詞,2
ドア,名詞,人,名詞,2
ダイヤル,名詞,金庫,名詞,2
二十,名詞,五,名詞,2
二十,名詞,魔法使い,名詞,2
いくら,副詞,魔法使い,名詞,2
まったく,副詞,やすやす,副詞,2
やすやす,副詞,不可能だ,形容詞,2
あいつ,名詞,不可能だ,形容詞,2
穴,名詞,金庫,名詞,2
ポッカリ,副詞,穴,名詞,2
中,名詞,穴,名詞,2
中,名詞,背中,名詞,2
中,名詞,品物,名詞,2
とき,名詞,五,名詞,2
五,名詞,男,名詞,2
くっきょうだ,形容詞,とき,名詞,2
くっきょうだ,形容詞,男,名詞,2
男,名詞,薬,名詞,2
とき,名詞,みんな,副詞,2
おまえ,名詞,壮一,名詞,2
壮一,名詞,賊,名詞,2
子,名詞,顔,名詞,2
あいつ,名詞,おそろしい,形容詞,2
あいだ,名詞,黒い,形容詞,2
音,名詞,黒い,形容詞,2
風,名詞,黒い,形容詞,2
窓,名詞,黒い,形容詞,2
サッと,副詞,黒い,形容詞,2
音,名詞,風,名詞,2
窓,名詞,音,名詞,2
ガラス,名詞,風,名詞,2
ガラス,名詞,コトコト,名詞,2
窓,名詞,風,名詞,2
コトコト,名詞,風,名詞,2
少し,副詞,窓,名詞,2
コトコト,名詞,窓,名詞,2
わし,名詞,賊,名詞,2
少し,副詞,心配だ,形容詞,2
あんまり,副詞,もん,名詞,2
とびら,名詞,部屋,名詞,2
とびら,名詞,金庫,名詞,2
とびら,名詞,箱,名詞,2
すみ,名詞,箱,名詞,2
壮太郎,名詞,赤銅,名詞,2
壮太郎,名詞,箱,名詞,2
箱,名詞,赤銅,名詞,2
あいだ,名詞,もと,名詞,2
あいだ,名詞,壮一,名詞,2
もと,名詞,上,名詞,2
上,名詞,壮一,名詞,2
さも,副詞,上,名詞,2
イス,名詞,テーブル,名詞,2
イス,名詞,丸,名詞,2
さも,副詞,イス,名詞,2
テーブル,名詞,丸,名詞,2
テーブル,名詞,箱,名詞,2
ぼく,名詞,拝見,名詞,2
こと,名詞,ダイヤ,名詞,2
ふた,名詞,箱,名詞,2
目,名詞,色,名詞,2
上,名詞,六,名詞,2
ビロード,名詞,上,名詞,2
上,名詞,黒,名詞,2
ビロード,名詞,台座,名詞,2
台座,名詞,黒,名詞,2
ビロード,名詞,黒,名詞,2
ふた,名詞,もう,副詞,2
ふた,名詞,テーブル,名詞,2
じっと,副詞,ふた,名詞,2
もう,副詞,顔,名詞,2
もう,副詞,中,名詞,2
もう,副詞,箱,名詞,2
戸,名詞,窓,名詞,2
ふた,名詞,腕,名詞,2
ふた,名詞,時計,名詞,2
ひたい,名詞,壮太郎,名詞,2
ひたい,名詞,汗,名詞,2
にぎりこぶし,名詞,上,名詞,2
ほど,名詞,音,名詞,2
秒,名詞,音,名詞,2
ふた,名詞,秒,名詞,2
もう,副詞,何,名詞,2
の,名詞,上,名詞,2
の,名詞,白い,形容詞,2
ふた,名詞,上,名詞,2
とき,名詞,ふた,名詞,2
すみ,名詞,上,名詞,2
すみ,名詞,とき,名詞,2
すみ,名詞,何,名詞,2
じゅうたん,名詞,上,名詞,2
上,名詞,白い,形容詞,2
白い,形容詞,目,名詞,2
もの,名詞,白い,形容詞,2
壮太郎,名詞,思わず,副詞,2
うしろ,名詞,思わず,副詞,2
下,名詞,白い,形容詞,2
ピンポン,名詞,玉,名詞,2
何,名詞,棚,名詞,2
そのへん,名詞,壮,名詞,2
壮太郎,名詞,時間,名詞,2
あと,名詞,四,名詞,2
二,名詞,時,名詞,2
一,名詞,時,名詞,2
三,名詞,時,名詞,2
もう,副詞,外,名詞,2
ドア,名詞,外,名詞,2
じっと,副詞,外,名詞,2
わし,名詞,十面相,名詞,2
わし,名詞,二,名詞,2
両手,名詞,壮太郎,名詞,2
まっさおだ,形容詞,両手,名詞,2
二十,名詞,時,名詞,2
三十,名詞,二十,名詞,2
ふた,名詞,時,名詞,2
ふた,名詞,三十,名詞,2
ふた,名詞,十,名詞,2
三十,名詞,時,名詞,2
おそろしい,形容詞,十,名詞,2
壮太郎,名詞,大声,名詞,2
ない,形容詞,宝石,名詞,2
ダイヤモンド,名詞,箱,名詞,2
あいだ,名詞,ほとんど,副詞,2
はず,名詞,ばかだ,形容詞,2
口,名詞,同時に,副詞,2
あいだ,名詞,顔,名詞,2
あいだ,名詞,壮太郎,名詞,2
しばらく,副詞,ふた,名詞,2
しばらく,副詞,壮太郎,名詞,2
さも,副詞,やっと,副詞,2
いっこう,名詞,ようす,名詞,2
うす,名詞,笑い,名詞,2
かぎ穴,名詞,ドア,名詞,2
かぎ穴,名詞,賊,名詞,2
いくら,副詞,二,名詞,2
いくら,副詞,十面相,名詞,2
おまえ,名詞,こと,名詞,2
ほか,名詞,わし,名詞,2
ほか,名詞,部屋,名詞,2
ハッと,副詞,顔色,名詞,2
もの,名詞,警戒,名詞,2
つまり,副詞,わし,名詞,2
ゆかいだ,形容詞,ようす,名詞,2
あなた,名詞,じつに,副詞,2
じつに,副詞,ゆかいだ,形容詞,2
今,名詞,目の前,名詞,2
ため,名詞,顔,名詞,2
こわい,形容詞,顔,名詞,2
部屋,名詞,顔,名詞,2
むすこ,名詞,壮太郎,名詞,2
こと,名詞,子,名詞,2
ピストル,名詞,手,名詞,2
ピストル,名詞,小型だ,形容詞,2
じっと,副詞,ピストル,名詞,2
じっと,副詞,ねらい,名詞,2
ポケット,名詞,手,名詞,2
小型だ,形容詞,手,名詞,2
じっと,副詞,手,名詞,2
やっぱり,副詞,顔,名詞,2
ニヤニヤ,名詞,顔,名詞,2
ピストル,名詞,壮太郎,名詞,2
ぼく,名詞,声,名詞,2
き,名詞,何者,名詞,2
いったい,副詞,き,名詞,2
ぼく,名詞,壮一,名詞,2
とおり,名詞,二十,名詞,2
とおり,名詞,面相,名詞,2
こと,名詞,実行,名詞,2
ダイヤモンド,名詞,羽柴,名詞,2
危険だ,形容詞,身,名詞,2
ぼく,名詞,ゆくえ,名詞,2
不明だ,形容詞,壮一,名詞,2
こと,名詞,まあ,副詞,2
まあ,副詞,顔,名詞,2
十,名詞,顔,名詞,2
ほお,名詞,自分,名詞,2
ほか,名詞,ぼく,名詞,2
ぼく,名詞,友だち,名詞,2
とう,名詞,人々,名詞,2
とう,名詞,喜び,名詞,2
なつかしい,形容詞,羽柴,名詞,2
とくいだ,形容詞,二,名詞,2
とくいだ,形容詞,十面相,名詞,2
あいだ,名詞,気,名詞,2
あなた,名詞,少し,副詞,2
少し,副詞,気,名詞,2
の,名詞,箱,名詞,2
ない,形容詞,箱,名詞,2
かぎ,名詞,まま,名詞,2
まま,名詞,ピストル,名詞,2
ドア,名詞,ピストル,名詞,2
まま,名詞,賊,名詞,2
まま,名詞,廊下,名詞,2
ドア,名詞,廊下,名詞,2
そのまま,副詞,姿,名詞,2
ピストル,名詞,部屋,名詞,2
さいぜんだ,形容詞,ピストル,名詞,2
ピストル,名詞,人,名詞,2
の,名詞,夢,名詞,2
壮,名詞,少年,名詞,2
壮,名詞,賊,名詞,2
の,名詞,外,名詞,2
の,名詞,庭,名詞,2
壮太郎,名詞,窓,名詞,2
庭,名詞,暗い,形容詞,2
暗い,形容詞,賊,名詞,2
ほど,名詞,姿,名詞,2
姿,名詞,暗い,形容詞,2
ところどころ,副詞,姿,名詞,2
ようす,名詞,ムクムク,副詞,2
ひじょうだ,形容詞,賊,名詞,2
三,名詞,音,名詞,2
賊,名詞,音,名詞,2
たちまち,副詞,黒い,形容詞,2
たちまち,副詞,影,名詞,2
影,名詞,賊,名詞,2
こと,名詞,すばやい,形容詞,2
もし,副詞,わな,名詞,2
とっくに,副詞,賊,名詞,2
壮,名詞,子ども,名詞,2
あいだ,名詞,ほう,名詞,2
人々,名詞,四,名詞,2
老人,名詞,電燈,名詞,2
捕り,名詞,老人,名詞,2
物,名詞,老人,名詞,2
庭,名詞,老人,名詞,2
老人,名詞,階段,名詞,2
壮太郎,名詞,電燈,名詞,2
壮太郎,名詞,捕り,名詞,2
壮太郎,名詞,物,名詞,2
近藤,名詞,電燈,名詞,2
捕り,名詞,近藤,名詞,2
物,名詞,近藤,名詞,2
庭,名詞,近藤,名詞,2
手,名詞,階下,名詞,2
手,名詞,窓,名詞,2
手,名詞,階段,名詞,2
捕り,名詞,電燈,名詞,2
物,名詞,電燈,名詞,2
ともに,副詞,窓,名詞,2
ともに,副詞,庭,名詞,2
ともに,副詞,階段,名詞,2
庭,名詞,捕り,名詞,2
窓,名詞,階段,名詞,2
庭,名詞,物,名詞,2
こと,名詞,犬,名詞,2
こと,名詞,ジョン,名詞,2
ただ,副詞,の,名詞,2
の,名詞,みょうだ,形容詞,2
ただ,副詞,姿,名詞,2
みょうだ,形容詞,姿,名詞,2
ただ,副詞,犬,名詞,2
ジョン,名詞,犬,名詞,2
ジョン,名詞,賊,名詞,2
二,名詞,追っ手,名詞,2
とき,名詞,人,名詞,2
とき,名詞,十面相,名詞,2
二,名詞,手に手に,副詞,2
やっと,副詞,二,名詞,2
わな,名詞,十,名詞,2
奥,名詞,追っ手,名詞,2
奥,名詞,庭,名詞,2
いっぽう,名詞,追っ手,名詞,2
庭,名詞,追っ手,名詞,2
森,名詞,池,名詞,2
池,名詞,立ち,名詞,2
木,名詞,池,名詞,2
森,名詞,築山,名詞,2
立ち,名詞,築山,名詞,2
木,名詞,築山,名詞,2
しげみ,名詞,上,名詞,2
しげみ,名詞,築山,名詞,2
まわり,名詞,上,名詞,2
上,名詞,築山,名詞,2
まわり,名詞,賊,名詞,2
中,名詞,築山,名詞,2
築山,名詞,賊,名詞,2
ない,形容詞,塀,名詞,2
はしご,名詞,四,名詞,2
ない,形容詞,四,名詞,2
すべ,名詞,ない,形容詞,2
ない,形容詞,庭,名詞,2
光,名詞,懐中,名詞,2
ほう,名詞,電燈,名詞,2
光,名詞,賊,名詞,2
背中,名詞,賊,名詞,2
中,名詞,立ち,名詞,2
立ち,名詞,賊,名詞,2
木,名詞,賊,名詞,2
立ち,名詞,美しい,形容詞,2
なか,名詞,美しい,形容詞,2
ため,名詞,庭,名詞,2
こと,名詞,目の前,名詞,2
の,名詞,広い,形容詞,2
の,名詞,多い,形容詞,2
の,名詞,目の前,名詞,2
外,名詞,警察,名詞,2
警察,名詞,電話,名詞,2
警官,名詞,警察,名詞,2
署,名詞,電話,名詞,2
署,名詞,警官,名詞,2
ネズミ,名詞,袋,名詞,2
いよいよ,副詞,賊,名詞,2
袋,名詞,賊,名詞,2
あいだ,名詞,おそろしい,形容詞,2
追っ手,名詞,邸,名詞,2
賊,名詞,追っ手,名詞,2
