見出し,読み,原型,品詞,品詞細分類,意味情報,章ラベル,章番号,文番号
探偵,たんてい,探偵,名詞,サ変名詞,代表表記:探偵/たんてい カテゴリ:人,生腕,0,0
小説,しょうせつ,小説,名詞,普通名詞,代表表記:小説/しょうせつ ドメイン:文化・芸術 カテゴリ:抽象物,生腕,0,0
家,か,家,接尾辞,名詞性名詞接尾辞,代表表記:家/か カテゴリ:人 内容語,生腕,0,0
の,の,の,助詞,接続助詞,NIL,生腕,0,0
殿村,殿村,殿村,名詞,人名,自動獲得:Wikipedia 読み不明 Wikipedia人名 Wikipedia姓,生腕,0,0
昌一,しょういち,昌一,名詞,人名,人名:日本:名:1884:0.00009,生腕,0,0
は,は,は,助詞,副助詞,NIL,生腕,0,0
、,、,、,特殊,読点,NIL,生腕,0,0
その,その,その,指示詞,連体詞形態指示詞,NIL,生腕,0,0
夏,か,夏,名詞,時相名詞,代表表記:夏/か カテゴリ:時間 漢字読み:音,生腕,0,0
、,、,、,特殊,読点,NIL,生腕,0,0
郷里,きょうり,郷里,名詞,普通名詞,代表表記:郷里/きょうり カテゴリ:場所-その他,生腕,0,0
長野,ながの,長野,名詞,地名,代表表記:長野/ながの 地名:日本:県,生腕,0,0
県,けん,県,接尾辞,名詞性特殊接尾辞,代表表記:県/けん カテゴリ:組織・団体;場所-その他 準内容語 住所末尾,生腕,0,0
の,の,の,助詞,接続助詞,NIL,生腕,0,0
Ｓ,Ｓ,Ｓ,特殊,記号,NIL,生腕,0,0
村,むら,村,接尾辞,名詞性特殊接尾辞,代表表記:村/むら カテゴリ:組織・団体;場所-その他 準内容語 住所末尾,生腕,0,0
へ,へ,へ,助詞,格助詞,NIL,生腕,0,0
帰省,きせい,帰省,名詞,サ変名詞,代表表記:帰省/きせい ドメイン:家庭・暮らし;交通 カテゴリ:抽象物,生腕,0,0
して,して,する,動詞,*,代表表記:する/する 自他動詞:自:成る/なる 付属動詞候補（基本）,生腕,0,0
いた,いた,いる,接尾辞,動詞性接尾辞,代表表記:いる/いる,生腕,0,0
。,。,。,特殊,句点,NIL,生腕,0,0
