見出し,読み,原型,品詞,品詞細分類,意味情報,章ラベル,章番号,文番号
「,「,「,特殊,括弧始,NIL,< 章なし >,0,0
オイ,おい,オイ,感動詞,*,代表表記:オイ/おい,< 章なし >,0,0
、,、,、,特殊,読点,NIL,< 章なし >,0,0
緑,みどり,緑,名詞,人名,人名:日本:名:469:0.00032,< 章なし >,0,0
さん,さん,さん,接尾辞,名詞性名詞接尾辞,代表表記:さん/さん,< 章なし >,0,0
、,、,、,特殊,読点,NIL,< 章なし >,0,0
何,なに,何,名詞,普通名詞,代表表記:何/なに カテゴリ:抽象物 漢字読み:訓,< 章なし >,0,0
を,を,を,助詞,格助詞,NIL,< 章なし >,0,0
ぼんやり,ぼんやり,ぼんやり,副詞,*,代表表記:ボンヤリ/ぼんやり スル接続可能,< 章なし >,0,0
して,して,する,動詞,*,代表表記:する/する 自他動詞:自:成る/なる 付属動詞候補（基本）,< 章なし >,0,0
る,る,る,接尾辞,動詞性接尾辞,代表表記:る/る,< 章なし >,0,0
んだ,んだ,んだ,助動詞,*,NIL,< 章なし >,0,0
な,な,な,助詞,終助詞,NIL,< 章なし >,0,0
。,。,。,特殊,句点,NIL,< 章なし >,0,0
ここ,ここ,ここ,指示詞,名詞形態指示詞,NIL,< 章なし >,0,1
へ,へ,へ,助詞,格助詞,NIL,< 章なし >,0,1
来て,来て,来る,動詞,*,代表表記:来る/くる 反義:動詞:帰る/かえる,< 章なし >,0,1
、,、,、,特殊,読点,NIL,< 章なし >,0,1
お前,おまえ,お前,名詞,普通名詞,代表表記:御前/おまえ カテゴリ:人,< 章なし >,0,1
も,も,も,助詞,副助詞,NIL,< 章なし >,0,1
一杯,いっぱい,一杯だ,形容詞,*,代表表記:一杯だ/いっぱいだ,< 章なし >,0,1
御,ご,御,接頭辞,名詞接頭辞,代表表記:御/お,< 章なし >,0,1
相伴,しょうばん,相伴,名詞,サ変名詞,代表表記:相伴/しょうばん カテゴリ:人,< 章なし >,0,1
に,に,に,助詞,格助詞,NIL,< 章なし >,0,1
あずか,あずか,あずかる,動詞,*,代表表記:与る/あずかる,< 章なし >,0,1
ん,ん,ぬ,助動詞,*,NIL,< 章なし >,0,1
ねえ,ねえ,ねえ,助詞,終助詞,NIL,< 章なし >,0,1
」,」,」,特殊,括弧終,NIL,< 章なし >,0,1
肉,にく,肉,名詞,普通名詞,代表表記:肉/にく ドメイン:料理・食事 カテゴリ:動物-部位;人工物-食べ物 漢字読み:音,< 章なし >,0,1
襦袢,じゅばん,襦袢,名詞,普通名詞,代表表記:襦袢/じゅばん ドメイン:家庭・暮らし カテゴリ:人工物-衣類,< 章なし >,0,1
の,の,の,助詞,接続助詞,NIL,< 章なし >,0,1
上,うえ,上,名詞,副詞的名詞,代表表記:上/うえ,< 章なし >,0,1
に,に,に,助詞,格助詞,NIL,< 章なし >,0,1
、,、,、,特殊,読点,NIL,< 章なし >,0,1
紫,むらさき,紫,名詞,普通名詞,代表表記:紫/むらさき カテゴリ:色 漢字読み:訓,< 章なし >,0,1
繻子,繻子,繻子,名詞,普通名詞,自動獲得:Wikipedia 読み不明 Wikipediaリダイレクト:繻子織,< 章なし >,0,1
に,に,に,助詞,格助詞,NIL,< 章なし >,0,1
金糸,きんし,金糸,名詞,普通名詞,代表表記:金糸/きんし カテゴリ:人工物-その他,< 章なし >,0,1
で,で,で,助詞,格助詞,NIL,< 章なし >,0,1
ふち取り,ふちどり,ふち取り,名詞,普通名詞,代表表記:縁取り/ふちどりv 連用形名詞化:縁取る/ふちどる,< 章なし >,0,1
を,を,を,助詞,格助詞,NIL,< 章なし >,0,1
した,した,する,動詞,*,代表表記:する/する 自他動詞:自:成る/なる 付属動詞候補（基本）,< 章なし >,0,1
猿股,さるまた,猿股,名詞,普通名詞,自動獲得:Wikipedia Wikipedia上位語:男性用下着,< 章なし >,0,1
を,を,を,助詞,格助詞,NIL,< 章なし >,0,1
はいた,はいた,はく,動詞,*,代表表記:吐く/はく 反義:動詞:吸う/すう 補文ト,< 章なし >,0,1
男,おとこ,男,名詞,普通名詞,代表表記:男/おとこ カテゴリ:人 漢字読み:訓,< 章なし >,0,1
が,が,が,助詞,格助詞,NIL,< 章なし >,0,1
、,、,、,特殊,読点,NIL,< 章なし >,0,1
鏡,かがみ,鏡,名詞,普通名詞,代表表記:鏡/かがみ ドメイン:家庭・暮らし カテゴリ:人工物-その他 漢字読み:訓,< 章なし >,0,1
を,を,を,助詞,格助詞,NIL,< 章なし >,0,1
抜いた,ぬいた,抜く,動詞,*,代表表記:抜く/ぬく 自他動詞:自:抜ける/ぬける 付属動詞候補（基本）,< 章なし >,0,1
酒樽,さかだる,酒樽,名詞,普通名詞,代表表記:酒樽/さかだる ドメイン:料理・食事 カテゴリ:人工物-その他,< 章なし >,0,1
の,の,の,助詞,接続助詞,NIL,< 章なし >,0,1
前,まえ,前,名詞,副詞的名詞,代表表記:前/まえ,< 章なし >,0,1
に,に,に,助詞,格助詞,NIL,< 章なし >,0,1
立ちはだかって,たちはだかって,立ちはだかる,動詞,*,代表表記:立ちはだかる/たちはだかる,< 章なし >,0,1
、,、,、,特殊,読点,NIL,< 章なし >,0,1
妙に,みょうに,妙だ,形容詞,*,代表表記:妙だ/みょうだ,< 章なし >,0,1
優しい,やさしい,優しい,形容詞,*,代表表記:優しい/やさしい,< 章なし >,0,1
声,こえ,声,名詞,普通名詞,代表表記:声/こえ カテゴリ:抽象物 漢字読み:訓,< 章なし >,0,1
で,で,で,助詞,格助詞,NIL,< 章なし >,0,1
云った,いった,云う,動詞,*,代表表記:言う/いう 補文ト,< 章なし >,0,1
。,。,。,特殊,句点,NIL,< 章なし >,0,1
その,その,その,指示詞,連体詞形態指示詞,NIL,< 章なし >,0,2
調子,ちょうし,調子,名詞,普通名詞,代表表記:調子/ちょうし カテゴリ:抽象物,< 章なし >,0,2
が,が,が,助詞,格助詞,NIL,< 章なし >,0,2
、,、,、,特殊,読点,NIL,< 章なし >,0,2
何となく,なんとなく,何となく,副詞,*,代表表記:何と無く/なんとなく,< 章なし >,0,2
意味,いみ,意味,名詞,サ変名詞,代表表記:意味/いみ カテゴリ:抽象物 修飾（デ格）,< 章なし >,0,2
あり,あり,ある,動詞,*,代表表記:有る/ある 反義:形容詞:無い/ない 補文ト,< 章なし >,0,2
気,き,気,名詞,普通名詞,代表表記:気/き カテゴリ:抽象物 漢字読み:音,< 章なし >,0,2
だった,だった,だ,判定詞,*,NIL,< 章なし >,0,2
ので,ので,のだ,助動詞,*,NIL,< 章なし >,0,2
、,、,、,特殊,読点,NIL,< 章なし >,0,2
酒,さけ,酒,名詞,普通名詞,代表表記:酒/さけ ドメイン:料理・食事 カテゴリ:人工物-食べ物 漢字読み:訓,< 章なし >,0,2
に,に,に,助詞,格助詞,NIL,< 章なし >,0,2
気,き,気,名詞,普通名詞,代表表記:気/き カテゴリ:抽象物 漢字読み:音,< 章なし >,0,2
を,を,を,助詞,格助詞,NIL,< 章なし >,0,2
とら,とら,とる,動詞,*,代表表記:取る/とる 自他動詞:自:取れる/とれる 付属動詞候補（基本）,< 章なし >,0,2
れて,れて,れる,接尾辞,動詞性接尾辞,代表表記:れる/れる,< 章なし >,0,2
いた,いた,いる,接尾辞,動詞性接尾辞,代表表記:いる/いる,< 章なし >,0,2
、,、,、,特殊,読点,NIL,< 章なし >,0,2
一座,いちざ,一座,名詞,サ変名詞,代表表記:一座/いちざ カテゴリ:人,< 章なし >,0,2
の,の,の,助詞,接続助詞,NIL,< 章なし >,0,2
男女,だんじょ,男女,名詞,普通名詞,代表表記:男女/だんじょ カテゴリ:人 対語:男/おとこ:女/おんな,< 章なし >,0,2
が,が,が,助詞,格助詞,NIL,< 章なし >,0,2
一斉に,いっせいに,一斉だ,形容詞,*,代表表記:一斉だ/いっせいだ,< 章なし >,0,2
緑,みどり,緑,名詞,普通名詞,代表表記:緑/みどり カテゴリ:色 漢字読み:訓,< 章なし >,0,2
さん,さん,さん,接尾辞,名詞性名詞接尾辞,代表表記:さん/さん,< 章なし >,0,2
の,の,の,助詞,接続助詞,NIL,< 章なし >,0,2
方,かた,方,名詞,普通名詞,代表表記:方/かた カテゴリ:抽象物 漢字読み:訓,< 章なし >,0,2
を,を,を,助詞,格助詞,NIL,< 章なし >,0,2
見た,みた,見る,動詞,*,代表表記:見る/みる 自他動詞:自:見える/みえる 補文ト,< 章なし >,0,2
。,。,。,特殊,句点,NIL,< 章なし >,0,2
舞台,ぶたい,舞台,名詞,普通名詞,代表表記:舞台/ぶたい ドメイン:文化・芸術 カテゴリ:場所-施設 〜を〜に構成語,< 章なし >,0,3
の,の,の,助詞,接続助詞,NIL,< 章なし >,0,3
隅,すみ,隅,名詞,普通名詞,代表表記:隅/すみ カテゴリ:場所-機能 漢字読み:訓,< 章なし >,0,3
の,の,の,助詞,格助詞,NIL,< 章なし >,0,3
、,、,、,特殊,読点,NIL,< 章なし >,0,3
丸太,まるた,丸太,名詞,普通名詞,代表表記:丸太/まるた カテゴリ:人工物-その他,< 章なし >,0,3
の,の,の,助詞,接続助詞,NIL,< 章なし >,0,3
柱,ちゅう,柱,名詞,普通名詞,代表表記:柱/ちゅう カテゴリ:場所-施設部位 漢字読み:音 〜を〜に構成語,< 章なし >,0,3
に,に,に,助詞,格助詞,NIL,< 章なし >,0,3
よりかかって,よりかかって,よりかかる,動詞,*,代表表記:寄り掛かる/よりかかる,< 章なし >,0,3
、,、,、,特殊,読点,NIL,< 章なし >,0,3
遠く,とおく,遠く,名詞,普通名詞,代表表記:遠く/とおく カテゴリ:抽象物 反義:名詞-普通名詞:近く/ちかく 形容詞派生:遠い/とおい,< 章なし >,0,3
の,の,の,助詞,接続助詞,NIL,< 章なし >,0,3
方,ほう,方,名詞,副詞的名詞,代表表記:方/ほう,< 章なし >,0,3
から,から,から,助詞,格助詞,NIL,< 章なし >,0,3
同僚,どうりょう,同僚,名詞,普通名詞,代表表記:同僚/どうりょう ドメイン:ビジネス カテゴリ:人,< 章なし >,0,3
達,たち,達,接尾辞,名詞性名詞接尾辞,代表表記:達/たち,< 章なし >,0,3
の,の,の,助詞,接続助詞,NIL,< 章なし >,0,3
酒宴,しゅえん,酒宴,名詞,普通名詞,代表表記:酒宴/しゅえん ドメイン:料理・食事 カテゴリ:抽象物,< 章なし >,0,3
の,の,の,助詞,接続助詞,NIL,< 章なし >,0,3
様子,ようす,様子,名詞,普通名詞,代表表記:様子/ようす カテゴリ:抽象物,< 章なし >,0,3
を,を,を,助詞,格助詞,NIL,< 章なし >,0,3
眺めて,ながめて,眺める,動詞,*,代表表記:眺める/ながめる,< 章なし >,0,3
いた,いた,いる,接尾辞,動詞性接尾辞,代表表記:いる/いる,< 章なし >,0,3
