見出し,読み,原型,品詞,品詞細分類,意味情報,章ラベル,章番号,文番号
ある,ある,ある,連体詞,*,代表表記:或る/ある,１,0,0
日,にち,日,名詞,時相名詞,代表表記:日/にち カテゴリ:時間 漢字読み:音,１,0,0
、,、,、,特殊,読点,NIL,１,0,0
しょうねん,しょうねん,しょうねん,名詞,普通名詞,代表表記:少年/しょうねん カテゴリ:人,１,0,0
たんてい,たんてい,たんてい,名詞,サ変名詞,代表表記:探偵/たんてい カテゴリ:人,１,0,0
だ,だ,だ,判定詞,*,NIL,１,0,0
ん,ん,ぬ,助動詞,*,NIL,１,0,0
の,の,の,名詞,形式名詞,NIL,１,0,0
ぽけっと,ぽけっと,ぽけっと,副詞,*,代表表記:ポケっと/ぽけっと スル接続可能 自動認識,１,0,0
小ぞう,こぞう,小ぞう,名詞,普通名詞,代表表記:小僧/こぞう ドメイン:家庭・暮らし カテゴリ:人,１,0,0
は,は,は,助詞,副助詞,NIL,１,0,0
、,、,、,特殊,読点,NIL,１,0,0
ひと,ひと,ひと,名詞,数詞,カテゴリ:数量 連語由来,１,0,0
り,り,り,接尾辞,名詞性名詞助数辞,代表表記:り/り カテゴリ:人 準内容語 連語由来,１,0,0
で,で,だ,判定詞,*,NIL,１,0,0
、,、,、,特殊,読点,NIL,１,0,0
さびしい,さびしい,さびしい,形容詞,*,代表表記:寂しい/さびしい 反義:形容詞:賑やかだ/にぎやかだ,１,0,0
のはら,のはら,のはら,名詞,普通名詞,代表表記:野原/のはら カテゴリ:場所-自然,１,0,0
を,を,を,助詞,格助詞,NIL,１,0,0
あるいて,あるいて,あるく,動詞,*,代表表記:歩く/あるく,１,0,0
い,い,いる,接尾辞,動詞性接尾辞,代表表記:いる/いる,１,0,0
ました,ました,ます,接尾辞,動詞性接尾辞,代表表記:ます/ます,１,0,0
。,。,。,特殊,句点,NIL,１,0,0
ぽけっと,ぽけっと,ぽけっと,副詞,*,代表表記:ポケっと/ぽけっと スル接続可能 自動認識,１,0,1
小ぞう,こぞう,小ぞう,名詞,普通名詞,代表表記:小僧/こぞう ドメイン:家庭・暮らし カテゴリ:人,１,0,1
は,は,は,助詞,副助詞,NIL,１,0,1
、,、,、,特殊,読点,NIL,１,0,1
小,しょう,小,接頭辞,名詞接頭辞,代表表記:小/しょう 反義:接頭辞-名詞接頭辞:大/だい;接頭辞-名詞接頭辞:大/おお 内容語 換言:+N:Nが小さい,１,0,1
がっこう,がっこう,がっこう,名詞,普通名詞,代表表記:学校/がっこう ドメイン:教育・学習 カテゴリ:場所-施設,１,0,1
四,よん,四,名詞,数詞,カテゴリ:数量,１,0,1
ねんせい,ねんせい,ねんせい,名詞,普通名詞,代表表記:粘性/ねんせい 自動獲得:EN_Wiktionary,１,0,1
です,です,だ,判定詞,*,NIL,１,0,1
が,が,が,助詞,接続助詞,NIL,１,0,1
、,、,、,特殊,読点,NIL,１,0,1
ようちえん,ようちえん,ようちえん,名詞,普通名詞,代表表記:幼稚園/ようちえん ドメイン:教育・学習 カテゴリ:場所-施設 組織名末尾,１,0,1
の,の,の,助詞,接続助詞,NIL,１,0,1
せい,せい,せい,名詞,副詞的名詞,代表表記:せい/せい,１,0,1
と,と,と,助詞,格助詞,NIL,１,0,1
み,み,みる,動詞,*,代表表記:見る/みる 自他動詞:自:見える/みえる 補文ト,１,0,1
たい,たい,たい,接尾辞,形容詞性述語接尾辞,代表表記:たい/たい,１,0,1
に,に,に,助詞,格助詞,NIL,１,0,1
から,から,から,助詞,格助詞,NIL,１,0,1
だ,だ,だ,判定詞,*,NIL,１,0,1
が,が,が,助詞,接続助詞,NIL,１,0,1
小さくて,ちいさくて,小さい,形容詞,*,代表表記:小さい/ちいさい 反義:形容詞:大きい/おおきい,１,0,1
、,、,、,特殊,読点,NIL,１,0,1
ぽけっと,ぽけっと,ぽけっと,副詞,*,代表表記:ポケっと/ぽけっと スル接続可能 自動認識,１,0,1
に,に,に,助詞,格助詞,NIL,１,0,1
でも,でも,でも,助詞,副助詞,NIL,１,0,1
はいり,はいり,はいる,動詞,*,代表表記:入る/はいる 反義:動詞:出る/でる 自他動詞:他:入れる/いれる,１,0,1
そうだ,そうだ,そうだ,接尾辞,形容詞性述語接尾辞,代表表記:そうだ/そうだ,１,0,1
と,と,と,助詞,格助詞,NIL,１,0,1
いう,いう,いう,動詞,*,代表表記:言う/いう 補文ト,１,0,1
ので,ので,のだ,助動詞,*,NIL,１,0,1
、,、,、,特殊,読点,NIL,１,0,1
こんな,こんな,こんな,指示詞,連体詞形態指示詞,NIL,１,0,1
あだな,あだな,あだな,名詞,普通名詞,代表表記:徒名/あだな カテゴリ:抽象物,１,0,1
が,が,が,助詞,格助詞,NIL,１,0,1
ついて,ついて,つく,動詞,*,代表表記:付く/つく 自他動詞:他:付ける/つける 補文ト 付属動詞候補（基本）,１,0,1
いる,いる,いる,接尾辞,動詞性接尾辞,代表表記:いる/いる,１,0,1
のです,のです,のだ,助動詞,*,NIL,１,0,1
。,。,。,特殊,句点,NIL,１,0,1
のはら,のはら,のはら,名詞,普通名詞,代表表記:野原/のはら カテゴリ:場所-自然,１,0,2
に,に,に,助詞,格助詞,NIL,１,0,2
は,は,は,助詞,副助詞,NIL,１,0,2
、,、,、,特殊,読点,NIL,１,0,2
はやし,はやし,はやし,名詞,普通名詞,代表表記:囃子/はやし ドメイン:文化・芸術 カテゴリ:抽象物,１,0,2
が,が,が,助詞,格助詞,NIL,１,0,2
あって,あって,ある,動詞,*,代表表記:有る/ある 反義:形容詞:無い/ない 補文ト,１,0,2
、,、,、,特殊,読点,NIL,１,0,2
その,その,その,指示詞,連体詞形態指示詞,NIL,１,0,2
むこうに,むこうに,むこうだ,形容詞,*,代表表記:無効だ/むこうだ 反義:形容詞:有効だ/ゆうこうだ,１,0,2
、,、,、,特殊,読点,NIL,１,0,2
りっぱな,りっぱな,りっぱだ,形容詞,*,代表表記:立派だ/りっぱだ,１,0,2
ようかん,ようかん,ようかん,名詞,普通名詞,代表表記:洋館/ようかん カテゴリ:場所-施設,１,0,2
が,が,が,助詞,格助詞,NIL,１,0,2
たって,たって,たつ,動詞,*,代表表記:建つ/たつ 自他動詞:他:建てる/たてる,１,0,2
い,い,いる,接尾辞,動詞性接尾辞,代表表記:いる/いる,１,0,2
ました,ました,ます,接尾辞,動詞性接尾辞,代表表記:ます/ます,１,0,2
。,。,。,特殊,句点,NIL,１,0,2
大きな,おおきな,大きな,連体詞,*,代表表記:大きな/おおきな 反義:連体詞:小さな/ちいさな 形容詞派生:大きい/おおきい,１,0,3
三,さん,三,名詞,数詞,カテゴリ:数量,１,0,3
が,が,が,助詞,格助詞,NIL,１,0,3
い,い,いる,動詞,*,代表表記:射る/いる,１,0,3
だて,だて,だて,名詞,普通名詞,代表表記:盾/たて 濁音化D カテゴリ:人工物-その他 漢字読み:訓 〜を〜に構成語,１,0,3
の,の,の,助詞,格助詞,NIL,１,0,3
いえ,いえ,いえ,名詞,普通名詞,代表表記:家/いえ ドメイン:家庭・暮らし カテゴリ:組織・団体;場所-施設 漢字読み:訓,１,0,3
です,です,だ,判定詞,*,NIL,１,0,3
。,。,。,特殊,句点,NIL,１,0,3
ぽけっと,ぽけっと,ぽけっと,副詞,*,代表表記:ポケっと/ぽけっと スル接続可能 自動認識,１,0,4
小ぞう,こぞう,小ぞう,名詞,普通名詞,代表表記:小僧/こぞう ドメイン:家庭・暮らし カテゴリ:人,１,0,4
は,は,は,助詞,副助詞,NIL,１,0,4
、,、,、,特殊,読点,NIL,１,0,4
その,その,その,指示詞,連体詞形態指示詞,NIL,１,0,4
ようかん,ようかん,ようかん,名詞,普通名詞,代表表記:洋館/ようかん カテゴリ:場所-施設,１,0,4
が,が,が,助詞,格助詞,NIL,１,0,4
、,、,、,特殊,読点,NIL,１,0,4
あまり,あまり,あまり,副詞,*,代表表記:余り/あまり 形容詞派生:余りだ/あまりだ 修飾（ニ格） 数量修飾,１,0,4
へんな,へんな,へんだ,形容詞,*,代表表記:変だ/へんだ,１,0,4
かっこう,かっこう,かっこう,名詞,サ変名詞,代表表記:滑降/かっこう ドメイン:スポーツ カテゴリ:抽象物,１,0,4
を,を,を,助詞,格助詞,NIL,１,0,4
して,して,する,動詞,*,代表表記:する/する 自他動詞:自:成る/なる 付属動詞候補（基本）,１,0,4
いる,いる,いる,接尾辞,動詞性接尾辞,代表表記:いる/いる,１,0,4
ので,ので,のだ,助動詞,*,NIL,１,0,4
、,、,、,特殊,読点,NIL,１,0,4
そば,そば,そば,名詞,普通名詞,代表表記:傍/そば カテゴリ:場所-機能,１,0,4
まで,まで,まで,助詞,格助詞,NIL,１,0,4
いって,いって,いく,動詞,*,代表表記:行く/いく ドメイン:交通 反義:動詞:帰る/かえる 付属動詞候補（タ系）,１,0,4
み,み,みる,接尾辞,動詞性接尾辞,代表表記:みる/みる,１,0,4
ました,ました,ます,接尾辞,動詞性接尾辞,代表表記:ます/ます,１,0,4
。,。,。,特殊,句点,NIL,１,0,4
この,この,この,指示詞,連体詞形態指示詞,NIL,１,0,5
へんに,へんに,へんだ,形容詞,*,代表表記:変だ/へんだ,１,0,5
は,は,は,助詞,副助詞,NIL,１,0,5
いえ,いえ,いう,動詞,*,代表表記:言う/いう 補文ト,１,0,5
が,が,が,助詞,接続助詞,NIL,１,0,5
なく,なく,ない,形容詞,*,代表表記:無い/ない 反義:動詞:有る/ある,１,0,5
、,、,、,特殊,読点,NIL,１,0,5
この,この,この,指示詞,連体詞形態指示詞,NIL,１,0,5
ようかん,ようかん,ようかん,名詞,普通名詞,代表表記:洋館/ようかん カテゴリ:場所-施設,１,0,5
だけ,だけ,だけ,助詞,副助詞,NIL,１,0,5
が,が,が,助詞,格助詞,NIL,１,0,5
、,、,、,特殊,読点,NIL,１,0,5
ぽつんと,ぽつんと,ぽつんと,副詞,*,代表表記:ポツンと/ぽつんと スル接続可能,１,0,5
たって,たって,たつ,動詞,*,代表表記:建つ/たつ 自他動詞:他:建てる/たてる,１,0,5
いる,いる,いる,接尾辞,動詞性接尾辞,代表表記:いる/いる,１,0,5
のです,のです,のだ,助動詞,*,NIL,１,0,5
。,。,。,特殊,句点,NIL,１,0,5
その,その,その,指示詞,連体詞形態指示詞,NIL,１,0,6
、,、,、,特殊,読点,NIL,１,0,6
れんが,れんが,れんが,名詞,普通名詞,代表表記:煉瓦/れんが カテゴリ:人工物-その他,１,0,6
の,の,の,助詞,接続助詞,NIL,１,0,6
へい,へい,へい,名詞,普通名詞,代表表記:兵/へい ドメイン:政治 カテゴリ:人 漢字読み:音,１,0,6
の,の,の,助詞,接続助詞,NIL,１,0,6
そと,そと,そと,名詞,普通名詞,代表表記:外/そと カテゴリ:場所-機能 漢字読み:訓,１,0,6
を,を,を,助詞,格助詞,NIL,１,0,6
あるいて,あるいて,あるく,動詞,*,代表表記:歩く/あるく,１,0,6
いる,いる,いる,接尾辞,動詞性接尾辞,代表表記:いる/いる,１,0,6
と,と,と,助詞,格助詞,NIL,１,0,6
、,、,、,特殊,読点,NIL,１,0,6
どこ,どこ,どこ,指示詞,名詞形態指示詞,代表表記:どこ/どこ,１,0,6
から,から,から,助詞,格助詞,NIL,１,0,6
か,か,か,助詞,接続助詞,NIL,１,0,6
、,、,、,特殊,読点,NIL,１,0,6
「,「,「,特殊,括弧始,NIL,１,0,6
きゃ,きゃ,い,接尾辞,形容詞性名詞接尾辞,代表表記:い/い,１,0,6
あ,あ,ある,動詞,*,代表表記:有る/ある 反義:形容詞:無い/ない 補文ト,１,0,6
」,」,」,特殊,括弧終,NIL,１,0,6
と,と,と,助詞,格助詞,NIL,１,0,6
いう,いう,いう,動詞,*,代表表記:言う/いう 補文ト,１,0,6
さけびごえ,さけびごえ,さけびごえ,名詞,普通名詞,代表表記:叫び声/さけびごえ カテゴリ:抽象物,１,0,6
が,が,が,助詞,格助詞,NIL,１,0,6
きこえて,きこえて,きこえる,動詞,*,代表表記:聞こえる/きこえる 自他動詞:他:聞く/きく,１,0,6
き,き,くる,接尾辞,動詞性接尾辞,代表表記:くる/くる,１,0,6
ました,ました,ます,接尾辞,動詞性接尾辞,代表表記:ます/ます,１,0,6
。,。,。,特殊,句点,NIL,１,0,6
びっくり,びっくり,びっくり,名詞,サ変名詞,代表表記:ビックリ/びっくり カテゴリ:抽象物,１,0,7
して,して,する,動詞,*,代表表記:する/する 自他動詞:自:成る/なる 付属動詞候補（基本）,１,0,7
、,、,、,特殊,読点,NIL,１,0,7
あたり,あたり,あたり,名詞,普通名詞,代表表記:辺り/あたり カテゴリ:場所-機能;抽象物,１,0,7
を,を,を,助詞,格助詞,NIL,１,0,7
みまわ,みまわ,みまう,動詞,*,代表表記:見舞う/みまう ドメイン:家庭・暮らし;健康・医学,１,0,7
す,す,す,接尾辞,動詞性接尾辞,代表表記:す/す,１,0,7
と,と,と,助詞,格助詞,NIL,１,0,7
、,、,、,特殊,読点,NIL,１,0,7
ようかん,ようかん,ようかん,名詞,普通名詞,代表表記:洋館/ようかん カテゴリ:場所-施設,１,0,7
の,の,の,助詞,接続助詞,NIL,１,0,7
三,さん,三,名詞,数詞,カテゴリ:数量,１,0,7
がい,がい,がい,接尾辞,名詞性述語接尾辞,代表表記:がい/がい,１,0,7
の,の,の,助詞,格助詞,NIL,１,0,7
まど,まど,まど,名詞,普通名詞,代表表記:窓/まど カテゴリ:場所-施設部位 漢字読み:訓,１,0,7
が,が,が,助詞,格助詞,NIL,１,0,7
、,、,、,特殊,読点,NIL,１,0,7
一,いち,一,名詞,数詞,カテゴリ:数量,１,0,7
つ,つ,つ,接尾辞,名詞性名詞助数辞,代表表記:つ/つ 準内容語 連語由来,１,0,7
だけ,だけ,だけ,助詞,副助詞,NIL,１,0,7
あいて,あいて,あく,動詞,*,代表表記:明く/あく,１,0,7
い,い,いる,接尾辞,動詞性接尾辞,代表表記:いる/いる,１,0,7
ます,ます,ます,接尾辞,動詞性接尾辞,代表表記:ます/ます,１,0,7
。,。,。,特殊,句点,NIL,１,0,7
十,じゅう,十,名詞,数詞,カテゴリ:数量,１,0,8
ぐらい,ぐらい,ぐらい,助詞,副助詞,代表表記:くらい/くらい,１,0,8
の,の,の,助詞,格助詞,NIL,１,0,8
女の子,おんなのこ,女の子,名詞,普通名詞,代表表記:女の子/おんなのこ ドメイン:家庭・暮らし カテゴリ:人,１,0,8
が,が,が,助詞,格助詞,NIL,１,0,8
、,、,、,特殊,読点,NIL,１,0,8
そこ,そこ,そこ,指示詞,名詞形態指示詞,NIL,１,0,8
から,から,から,助詞,格助詞,NIL,１,0,8
からだ,からだ,からだ,名詞,普通名詞,代表表記:体/からだ カテゴリ:動物 漢字読み:訓,１,0,8
を,を,を,助詞,格助詞,NIL,１,0,8
のりだす,のりだす,のりだす,動詞,*,代表表記:乗り出す/のりだす,１,0,8
ように,ように,ようだ,助動詞,*,NIL,１,0,8
して,して,する,接尾辞,動詞性接尾辞,代表表記:する/する,１,0,8
、,、,、,特殊,読点,NIL,１,0,8
たすけ,たすけ,たすけ,名詞,普通名詞,代表表記:助け/たすけv 自他動詞:自:助かる/たすかる 連用形名詞化:助ける/たすける,１,0,8
を,を,を,助詞,格助詞,NIL,１,0,8
もとめて,もとめて,もとめる,動詞,*,代表表記:求める/もとめる,１,0,8
い,い,いる,接尾辞,動詞性接尾辞,代表表記:いる/いる,１,0,8
ました,ました,ます,接尾辞,動詞性接尾辞,代表表記:ます/ます,１,0,8
。,。,。,特殊,句点,NIL,１,0,8
ぽけっと,ぽけっと,ぽけっと,副詞,*,代表表記:ポケっと/ぽけっと スル接続可能 自動認識,１,0,9
小ぞう,こぞう,小ぞう,名詞,普通名詞,代表表記:小僧/こぞう ドメイン:家庭・暮らし カテゴリ:人,１,0,9
は,は,は,助詞,副助詞,NIL,１,0,9
、,、,、,特殊,読点,NIL,１,0,9
すぐ,すぐ,すぐ,副詞,*,代表表記:すぐ/すぐ 修飾（ニ格） 相対名詞修飾,１,0,9
、,、,、,特殊,読点,NIL,１,0,9
ぽけっと,ぽけっと,ぽけっと,副詞,*,代表表記:ポケっと/ぽけっと スル接続可能 自動認識,１,0,9
から,から,から,助詞,格助詞,NIL,１,0,9
小,しょう,小,接頭辞,名詞接頭辞,代表表記:小/しょう 反義:接頭辞-名詞接頭辞:大/だい;接頭辞-名詞接頭辞:大/おお 内容語 換言:+N:Nが小さい,１,0,9
がた,がた,がた,名詞,普通名詞,代表表記:型/かた 濁音化D カテゴリ:人工物-その他 漢字読み:訓,１,0,9
の,の,の,助詞,接続助詞,NIL,１,0,9
ぼうえん,ぼうえん,ぼうえん,名詞,普通名詞,代表表記:望遠/ぼうえん カテゴリ:抽象物,１,0,9
きょう,きょう,きょう,名詞,時相名詞,代表表記:今日/きょう カテゴリ:時間,１,0,9
を,を,を,助詞,格助詞,NIL,１,0,9
とりだして,とりだして,とりだす,動詞,*,代表表記:取り出す/とりだす,１,0,9
、,、,、,特殊,読点,NIL,１,0,9
目,め,目,名詞,普通名詞,代表表記:目/め カテゴリ:動物-部位 漢字読み:訓,１,0,9
に,に,に,助詞,格助詞,NIL,１,0,9
あて,あて,あてる,動詞,*,代表表記:充てる/あてる,１,0,9
ました,ました,ます,接尾辞,動詞性接尾辞,代表表記:ます/ます,１,0,9
。,。,。,特殊,句点,NIL,１,0,9
この,この,この,指示詞,連体詞形態指示詞,NIL,１,0,10
小さい,ちいさい,小さい,形容詞,*,代表表記:小さい/ちいさい 反義:形容詞:大きい/おおきい,１,0,10
ぼうえん,ぼうえん,ぼうえん,名詞,普通名詞,代表表記:望遠/ぼうえん カテゴリ:抽象物,１,0,10
きょう,きょう,きょう,名詞,時相名詞,代表表記:今日/きょう カテゴリ:時間,１,0,10
は,は,は,助詞,副助詞,NIL,１,0,10
、,、,、,特殊,読点,NIL,１,0,10
しょうねん,しょうねん,しょうねん,名詞,普通名詞,代表表記:少年/しょうねん カテゴリ:人,１,0,10
たんてい,たんてい,たんてい,名詞,サ変名詞,代表表記:探偵/たんてい カテゴリ:人,１,0,10
だ,だ,だ,判定詞,*,NIL,１,0,10
ん,ん,ぬ,助動詞,*,NIL,１,0,10
の,の,の,助詞,接続助詞,NIL,１,0,10
七,なな,七,名詞,数詞,カテゴリ:数量,１,0,10
つ,つ,つ,接尾辞,名詞性名詞助数辞,代表表記:つ/つ 準内容語 連語由来,１,0,10
どうぐ,どうぐ,どうぐ,名詞,普通名詞,代表表記:道具/どうぐ カテゴリ:人工物-その他,１,0,10
の,の,の,助詞,接続助詞,NIL,１,0,10
